timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.911631818181818;0.57290909090909;9.11631818181818;102.633333333333;64.5;1026.33333333333;66.8165079365079;35.678373015873;668.165079365079
2;1.36596103896104;1.20004545454545;9.56172727272726;155.714285714286;138;1090;133.806869717584;121.108008658009;936.648088023089
3;1.31143181818182;1.31143181818182;2.62286363636364;150;150;300;129.142857142857;129.142857142857;258.285714285714
4;1.22813636363636;1.22813636363636;1.22813636363636;139;139;139;112.166666666667;112.166666666667;112.166666666667
5;1.11904545454546;1.11904545454546;1.11904545454546;127;127;127;103.833333333333;103.833333333333;103.833333333333
6;1.15590909090909;1.15590909090909;1.15590909090909;131;131;131;107.833333333333;107.833333333333;107.833333333333
7;1.26213636363637;1.26213636363637;1.26213636363637;143;143;143;117.5;117.5;117.5
8;1.28818181818182;1.28818181818182;1.28818181818182;146;146;146;117;117;117
9;1.23377272727273;1.23377272727273;1.23377272727273;140;140;140;112.5;112.5;112.5
10;1.38522727272727;1.38522727272727;1.38522727272727;157;157;157;125.833333333333;125.833333333333;125.833333333333
11;1.33372727272727;1.33372727272727;1.33372727272727;151;151;151;121.5;121.5;121.5
12;1.49127272727273;1.49127272727273;1.49127272727273;169;169;169;131.833333333333;131.833333333333;131.833333333333
13;1.41113636363637;1.41113636363637;1.41113636363637;160;160;160;127.333333333333;127.333333333333;127.333333333333
14;1.47404545454546;1.47404545454546;1.47404545454546;167;167;167;130.333333333333;130.333333333333;130.333333333333
15;1.37690909090909;1.37690909090909;1.37690909090909;156;156;156;126.666666666667;126.666666666667;126.666666666667
16;1.40322727272727;1.40322727272727;1.40322727272727;159;159;159;130.5;130.5;130.5
17;1.47327272727273;1.47327272727273;1.47327272727273;167;167;167;132.666666666667;132.666666666667;132.666666666667
18;1.36722727272727;1.36722727272727;1.36722727272727;155;155;155;124.833333333333;124.833333333333;124.833333333333
19;1.4645;1.4645;1.4645;166;166;166;130;130;130
20;1.42136363636364;1.42136363636364;1.42136363636364;161;161;161;130;130;130
21;1.50936363636364;1.50936363636364;1.50936363636364;171;171;171;134.333333333333;134.333333333333;134.333333333333
22;1.42881818181818;1.42881818181818;1.42881818181818;162;162;162;129.166666666667;129.166666666667;129.166666666667
23;1.40259090909091;1.40259090909091;1.40259090909091;159;159;159;126.833333333333;126.833333333333;126.833333333333
24;1.33372727272727;1.33372727272727;1.33372727272727;151;151;151;121.333333333333;121.333333333333;121.333333333333
25;1.32322727272727;1.32322727272727;1.32322727272727;150;150;150;118.5;118.5;118.5
26;1.1905;1.1905;1.1905;135;135;135;109.666666666667;109.666666666667;109.666666666667
27;1.22722727272727;1.22722727272727;1.22722727272727;139;139;139;113;113;113
28;1.27963636363636;1.27963636363636;1.27963636363636;145;145;145;118.5;118.5;118.5
29;1.38522727272727;1.38522727272727;1.38522727272727;157;157;157;123.333333333333;123.333333333333;123.333333333333
30;1.50027272727273;1.50027272727273;1.50027272727273;170;170;170;134.166666666667;134.166666666667;134.166666666667
31;1.42818181818182;1.42818181818182;1.42818181818182;162;162;162;129.666666666667;129.666666666667;129.666666666667
32;1.38522727272727;1.38522727272727;1.38522727272727;157;157;157;122.166666666667;122.166666666667;122.166666666667
33;1.43931818181818;1.43931818181818;1.43931818181818;163;163;163;128.333333333333;128.333333333333;128.333333333333
34;1.43686363636364;1.43686363636364;1.43686363636364;163;163;163;126.166666666667;126.166666666667;126.166666666667
35;1.43931818181818;1.43931818181818;1.43931818181818;163;163;163;128.166666666667;128.166666666667;128.166666666667
36;1.41995454545455;1.41995454545455;1.41995454545455;161;161;161;130.166666666667;130.166666666667;130.166666666667
37;1.45713636363637;1.45713636363637;1.45713636363637;165;165;165;130.833333333333;130.833333333333;130.833333333333
38;1.44709090909091;1.44709090909091;1.44709090909091;164;164;164;131;131;131
39;1.32418181818182;1.32418181818182;1.32418181818182;150;150;150;119.666666666667;119.666666666667;119.666666666667
40;1.44627272727273;1.44627272727273;1.44627272727273;164;164;164;132.5;132.5;132.5
41;1.43931818181818;1.43931818181818;1.43931818181818;163;163;163;130.833333333333;130.833333333333;130.833333333333
42;1.39422727272727;1.39422727272727;1.39422727272727;158;158;158;125.166666666667;125.166666666667;125.166666666667
43;1.37545454545455;1.37545454545455;1.37545454545455;156;156;156;123.5;123.5;123.5
44;1.34013636363637;1.34013636363637;1.34013636363637;152;152;152;121.166666666667;121.166666666667;121.166666666667
45;1.46581818181818;1.46581818181818;1.46581818181818;166;166;166;133.5;133.5;133.5
46;1.41081818181818;1.41081818181818;1.41081818181818;160;160;160;127.333333333333;127.333333333333;127.333333333333
47;1.49995454545455;1.49995454545455;1.49995454545455;170;170;170;135.166666666667;135.166666666667;135.166666666667
48;1.41231818181818;1.41231818181818;1.41231818181818;160;160;160;124.833333333333;124.833333333333;124.833333333333
49;1.41222727272727;1.41222727272727;1.41222727272727;160;160;160;126.166666666667;126.166666666667;126.166666666667
50;1.42863636363637;1.42863636363637;1.42863636363637;162;162;162;128;128;128
51;1.43;1.43;1.43;162;162;162;129.333333333333;129.333333333333;129.333333333333
52;1.45563636363637;1.45563636363637;1.45563636363637;165;165;165;132.166666666667;132.166666666667;132.166666666667
53;1.43031818181818;1.43031818181818;1.43031818181818;162;162;162;127;127;127
54;1.23454545454546;1.23454545454546;1.23454545454546;140;140;140;115.166666666667;115.166666666667;115.166666666667
55;1.42177272727273;1.42177272727273;1.42177272727273;161;161;161;127.5;127.5;127.5
56;1.36668181818182;1.36668181818182;1.36668181818182;155;155;155;125;125;125
