timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;3.5707393939394;3.74584848484849;35.707393939394;309.181666666667;323.3;3091.81666666667;210.763690476191;232.910119047619;2107.63690476191
2;4.67585281385282;4.19430303030302;32.7309696969697;411.285714285714;379;2879;328.676530612245;314.714285714287;2300.73571428572
3;4.19535930735931;3.88496969696971;29.3675151515152;371.428571428571;348;2600;302.731462585035;285.392857142858;2119.12023809525
4;4.1662077922078;3.64878787878789;29.1634545454546;368.142857142857;317;2577;298.889965986396;258.500000000001;2092.22976190477
5;4.36066666666667;3.79490909090909;30.5246666666667;384;328;2688;311.540136054423;266.714285714286;2180.78095238096
6;4.31;3.83703030303032;30.17;379.428571428571;336;2656;307.369047619049;266.833333333334;2151.58333333334
7;4.28795670995672;3.906;30.015696969697;377.714285714286;338;2644;306.530102040817;274.571428571429;2145.71071428572
8;4.21811255411256;3.80981818181819;29.5267878787879;371.714285714286;331;2602;301.757823129252;268.619047619048;2112.30476190477
9;4.13877922077923;3.60339393939393;28.9714545454546;365;313;2555;296.72568027211;255.04761904762;2077.07976190477
10;4.10656277056278;3.73309090909091;28.7459393939394;362.571428571429;325;2538;294.747108843538;264.452380952382;2063.22976190477
11;4.20513419913421;3.51478787878789;29.4359393939395;370.714285714286;305;2595;301.228061224491;247.785714285715;2108.59642857144
12;4.28417316017317;3.90424242424243;29.9892121212122;378.285714285714;340;2648;306.963095238097;274.690476190477;2148.74166666668
13;4.25736796536797;3.7801212121212;29.8015757575758;375.428571428571;329;2628;305.059863945579;266.476190476191;2135.41904761905
14;4.07812121212121;3.58309090909091;28.5468484848485;358.571428571429;309;2510;291.675170068028;257;2041.7261904762
15;4.25910822510823;3.79781818181819;29.8137575757576;375;328;2625;304.34761904762;266.833333333334;2130.43333333334
16;4.26361904761906;3.87484848484849;29.8453333333334;374.571428571429;334;2622;303.94030612245;271.000000000001;2127.58214285715
17;3.92621645021645;3.83830303030303;27.4835151515152;345.857142857143;332;2421;282.42993197279;269.809523809525;1977.00952380953
18;3.63202597402598;3.32690909090909;25.4241818181818;320.142857142857;289;2241;262.745068027212;235.761904761905;1839.21547619048
19;3.65282251082251;3.30400000000001;25.5697575757576;321.571428571429;290;2251;263.68299319728;239.800000000001;1845.78095238096
20;3.5750735930736;3.38418181818183;25.0255151515152;315.571428571429;306;2209;258.823979591838;251.107142857143;1811.76785714286
21;3.85240692640693;3.49012121212122;26.9668484848485;339.714285714286;306;2378;277.934863945579;248.75;1945.54404761905
22;3.80580952380953;3.1679393939394;26.6406666666667;335.285714285714;279;2347;274.910034013606;229.785714285715;1924.37023809524
23;3.73006060606061;3.54860606060608;26.1104242424243;328.857142857143;311;2302;269.209013605443;244.55;1884.4630952381
24;3.75057142857143;3.47672727272727;26.254;330.714285714286;301;2315;270.745918367348;246.071428571429;1895.22142857143
25;3.59460606060606;3.39921212121213;25.1622424242424;316.285714285714;298;2214;259.480782312926;234.7;1816.36547619048
26;3.90230303030304;3.46854545454547;27.3161212121213;345.142857142857;304;2416;282.461394557824;239.4;1977.22976190477
27;3.86721212121212;3.45363636363637;27.0704848484849;341.571428571429;310;2391;279.513775510205;250.200000000001;1956.59642857143
28;3.79670995670996;3.54406060606061;26.5769696969698;334.857142857143;306;2344;274.11955782313;249.095238095239;1918.83690476191
29;3.72823232323233;3.51669696969697;22.369393939394;329.666666666667;305.5;1978;270.062896825398;245.476190476191;1620.37738095239
30;3.75441414141414;3.54684848484849;22.5264848484849;331.666666666667;308.5;1990;271.947420634922;247.97380952381;1631.68452380953
31;3.84603030303031;3.66090909090909;23.0761818181818;340.5;332.5;2043;278.494444444445;266.685714285715;1670.96666666667
32;3.96448484848485;3.87918181818182;23.7869090909091;351.333333333333;353;2108;287.134325396826;283.828571428572;1722.80595238096
33;3.87140404040405;3.70848484848486;23.2284242424243;343.166666666667;337;2059;280.682936507937;272.344642857143;1684.09761904762
34;3.92461616161617;3.82948484848485;23.547696969697;348;345.5;2088;284.079563492065;278.529166666667;1704.47738095239
35;3.90819191919192;3.84160606060606;23.4491515151515;347.333333333333;348;2084;283.808730158731;281.692857142858;1702.85238095239
36;3.83759595959597;3.96330303030305;23.0255757575758;340.166666666667;349.5;2041;278.209920634922;282.979166666667;1669.25952380953
37;3.91589898989899;3.88236363636364;23.495393939394;347.166666666667;353.5;2083;283.712301587302;283.508928571429;1702.27380952381
38;3.80005050505051;3.49472727272727;22.800303030303;335.666666666667;315.5;2014;274.984325396826;254.742857142858;1649.90595238096
39;3.65568686868687;3.27981818181818;21.9341212121212;321.166666666667;286;1927;264.177182539683;229.669642857143;1585.0630952381
40;3.84284848484849;3.6469090909091;23.0570909090909;337.833333333333;318.5;2027;276.832341269842;253.629166666667;1660.99404761905
41;3.84730303030304;3.68369696969698;23.0838181818182;338.166666666667;321;2029;277.299206349207;256.068452380953;1663.79523809524
42;3.65229292929293;3.49827272727273;21.9137575757576;322.5;312.5;1935;263.996230158731;252.410714285715;1583.97738095239
43;3.6869797979798;3.46509090909091;22.1218787878788;325.833333333333;309;1955;266.627380952382;250.475;1599.76428571429
44;3.79452525252526;3.70903030303031;22.7671515151516;335.333333333333;330.5;2012;274.31388888889;268.192857142858;1645.88333333334
45;3.57188888888889;3.40651515151515;21.4313333333333;315.333333333333;302.5;1892;258.559126984128;246.685714285715;1551.35476190477
46;3.48029292929294;3.65736363636364;20.8817575757576;307.833333333333;326;1847;252.214484126985;264.326785714286;1513.28690476191
47;3.38455555555556;3.36118181818183;20.3073333333334;299;301.5;1794;245.123412698413;249.508928571428;1470.74047619048
48;3.02906666666667;3.18260606060606;15.1453333333334;268.8;289;1344;220.499523809524;241.892857142858;1102.49761904762
49;3.08660606060606;3.27612121212121;15.4330303030303;274.2;298;1371;224.883095238096;248.857142857143;1124.41547619048
50;2.98178181818182;3.36939393939393;14.9089090909091;265;307;1325;217.172380952381;253.2;1085.8619047619
51;3.05749090909091;3.28260606060605;15.2874545454546;271.6;298;1358;222.820476190476;249.714285714286;1114.10238095238
52;3.20195151515152;3.24678787878787;16.0097575757576;284.4;295;1422;232.497857142857;246.607142857143;1162.48928571429
53;2.95980606060606;3.026;14.7990303030303;263.2;276;1316;215.66380952381;231.5;1078.31904761905
54;2.95475151515152;3.13612121212121;14.7737575757576;262;286;1310;214.682857142857;238.892857142858;1073.41428571429
55;3.10779393939394;3.03636363636363;15.5389696969697;275.8;279;1379;225.440476190476;232.464285714286;1127.20238095238
56;2.82045454545454;2.80321212121212;11.2818181818182;250.75;251;1003;203.592857142857;207.9;814.371428571429
57;2.77748484848485;2.61636363636364;11.1099393939394;247.5;236.5;990;200.883035714286;198.421428571428;803.532142857142
58;2.73313636363637;2.65224242424242;10.9325454545455;242.75;236;971;197.453571428572;200.2375;789.814285714286
59;2.77672727272727;2.67081818181819;11.1069090909091;246.75;239.5;987;201.030357142857;202.778571428571;804.121428571428
60;2.76421212121212;2.59790909090909;11.0568484848485;245;231.5;980;199.63125;197.101785714286;798.525
61;2.7784393939394;2.66378787878788;11.1137575757576;245.75;236.5;983;200.19375;201.3125;800.775
62;2.88622727272727;2.77199999999999;11.5449090909091;256;247.5;1024;208.270535714286;209.982142857143;833.082142857143
63;2.85857575757576;2.79942424242425;11.434303030303;254;250.5;1016;207.103571428572;212.116071428572;828.414285714287
64;2.88174242424242;2.69130303030303;11.5269696969697;255.5;239;1022;207.967857142857;203.148214285715;831.87142857143
65;2.68715151515151;2.63960606060605;10.7486060606061;239;239.5;956;194.60625;194.7125;778.425
66;2.81943434343434;3.04145454545454;8.45830303030303;249.333333333333;274;748;205.509523809524;213.775;616.528571428572
67;3.03640404040404;3.20981818181819;9.10921212121213;268.666666666667;281;806;220.886904761905;218.65;662.660714285715
68;2.92052525252525;3.15357575757576;8.76157575757576;257.666666666667;277;773;212.12380952381;215.375;636.371428571429
69;3.06713131313131;3.30169696969697;9.20139393939394;270.666666666667;289;812;221.851190476191;223.525;665.553571428572
70;3.17153535353536;3.13563636363637;9.51460606060608;279.666666666667;284;839;229.064285714286;238.142857142857;687.192857142857
71;3.08942424242425;3.08942424242425;6.1788484848485;269;269;538;218.1625;218.1625;436.325
72;2.87648484848485;2.87648484848485;5.75296969696971;250.5;250.5;501;202.775;202.775;405.55
73;2.9738787878788;2.9738787878788;5.94775757575759;259;259;518;211.1875;211.1875;422.375
74;3.09460606060606;3.09460606060606;6.18921212121213;269.5;269.5;539;219.375;219.375;438.75
75;3.02012121212122;3.02012121212122;6.04024242424244;263;263;526;214.3375;214.3375;428.675
76;3.18721212121213;3.18721212121213;6.37442424242425;277.5;277.5;555;225.975;225.975;451.95
77;2.81463636363637;2.81463636363637;5.62927272727274;245;245;490;199.4;199.4;398.8
78;3.02448484848485;3.02448484848485;6.04896969696971;263;263;526;213.9125;213.9125;427.825
79;3.09572727272727;3.09572727272727;6.19145454545455;269.5;269.5;539;219.2125;219.2125;438.425
80;3.02375757575758;3.02375757575758;6.04751515151517;263.5;263.5;527;213.95;213.95;427.9
81;3.01084848484849;3.01084848484849;6.02169696969698;262;262;524;213.2125;213.2125;426.425
82;2.89469696969697;2.89469696969697;5.78939393939395;252;252;504;205.95;205.95;411.9
83;2.83739393939395;2.83739393939395;5.67478787878789;247;247;494;202.1625;202.1625;404.325
84;2.83554545454545;2.83554545454545;5.67109090909091;246.5;246.5;493;202.7125;202.7125;405.425
85;2.93412121212122;2.93412121212122;5.86824242424243;255.5;255.5;511;210.075;210.075;420.15
86;2.71030303030303;2.71030303030303;5.42060606060606;236;236;472;195.4375;195.4375;390.875
87;2.86339393939395;2.86339393939395;5.72678787878789;249;249;498;204.775;204.775;409.55
88;2.60651515151515;2.60651515151515;5.2130303030303;227;227;454;186.85;186.85;373.7
89;2.73024242424242;2.73024242424242;5.46048484848485;237.5;237.5;475;195.65;195.65;391.3
90;2.74566666666667;2.74566666666667;5.49133333333334;239;239;478;195.5125;195.5125;391.025
91;2.69615151515152;2.69615151515152;5.39230303030304;235;235;470;192.6875;192.6875;385.375
92;2.71018181818182;2.71018181818182;5.42036363636365;236;236;472;193.6875;193.6875;387.375
93;2.66757575757577;2.66757575757577;5.33515151515153;232.5;232.5;465;190.3875;190.3875;380.775
94;2.55681818181819;2.55681818181819;5.11363636363637;223;223;446;183.0625;183.0625;366.125
95;2.65712121212121;2.65712121212121;5.31424242424243;231.5;231.5;463;188.9;188.9;377.8
96;2.63578787878788;2.63578787878788;5.27157575757576;230;230;460;188.25;188.25;376.5
97;2.63227272727273;2.63227272727273;5.26454545454546;229.5;229.5;459;188.825;188.825;377.65
98;2.52463636363636;2.52463636363636;5.04927272727273;220;220;440;180.9375;180.9375;361.875
99;2.78403030303031;2.78403030303031;5.56806060606061;242.5;242.5;485;197.0125;197.0125;394.025
100;2.34057575757575;2.34057575757575;4.68115151515151;204;204;408;168.425;168.425;336.85
101;2.65484848484849;2.65484848484849;5.30969696969698;231.5;231.5;463;188.325;188.325;376.65
102;2.70830303030304;2.70830303030304;5.41660606060607;236;236;472;193;193;386
103;2.91039393939394;2.91039393939394;5.82078787878789;253.5;253.5;507;207;207;414
