timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.829225806451614;0.829225806451614;0.829225806451614;135;135;135;87.9166666666667;87.9166666666667;87.9166666666667
2;3.72487096774192;3.72487096774192;3.72487096774192;606;606;606;433.250000000001;433.250000000001;433.250000000001
3;3.5900322580645;3.5900322580645;3.5900322580645;583;583;583;420.250000000001;420.250000000001;420.250000000001
4;3.4466129032258;3.4466129032258;3.4466129032258;560;560;560;403.916666666666;403.916666666666;403.916666666666
5;2.9193870967742;2.9193870967742;2.9193870967742;474;474;474;342.583333333334;342.583333333334;342.583333333334
6;3.30664516129032;3.30664516129032;3.30664516129032;537;537;537;387.666666666666;387.666666666666;387.666666666666
7;3.00858064516129;3.00858064516129;3.00858064516129;489;489;489;354.583333333334;354.583333333334;354.583333333334
8;2.98529032258066;2.98529032258066;2.98529032258066;485;485;485;350.833333333334;350.833333333334;350.833333333334
9;2.73345161290323;2.73345161290323;2.73345161290323;444;444;444;321.166666666667;321.166666666667;321.166666666667
10;2.99174193548387;2.99174193548387;2.99174193548387;486;486;486;350.25;350.25;350.25
11;2.90696774193549;2.90696774193549;2.90696774193549;472;472;472;340.416666666665;340.416666666665;340.416666666665
12;3.13490322580644;3.13490322580644;3.13490322580644;509;509;509;367.166666666667;367.166666666667;367.166666666667
13;3.20848387096773;3.20848387096773;3.20848387096773;521;521;521;375.750000000001;375.750000000001;375.750000000001
14;3.23180645161292;3.23180645161292;3.23180645161292;525;525;525;378.750000000002;378.750000000002;378.750000000002
15;2.9681612903226;2.9681612903226;2.9681612903226;482;482;482;347.500000000002;347.500000000002;347.500000000002
16;3.13877419354839;3.13877419354839;3.13877419354839;510;510;510;368.750000000001;368.750000000001;368.750000000001
