timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.217111111111111;0.245638888888888;1.08555555555555;200;229;1000;131.966666666667;154.5;659.833333333334
2;0.417093055555554;0.297381944444444;2.08546527777777;370.4;246;1852;243.666666666667;167.333333333333;1218.33333333334
3;0.402966666666665;0.313201388888889;2.01483333333333;357.6;259;1788;234.933333333334;176;1174.66666666667
4;0.415076388888888;0.305763888888889;2.07538194444444;369.6;253;1848;242.433333333334;172;1212.16666666667
5;0.434525;0.316743055555555;2.172625;385.8;262;1929;252.466666666667;178;1262.33333333334
6;0.424391666666666;0.309659722222222;2.12195833333333;376.2;256;1881;246.066666666667;174;1230.33333333334
7;0.433843055555554;0.315680555555555;2.16921527777777;383.6;261;1918;250.433333333334;177.333333333333;1252.16666666667
8;0.46543611111111;0.332916666666667;2.32718055555555;408.8;275;2044;266.066666666668;186.666666666666;1330.33333333334
9;0.441002777777776;0.280263888888888;2.20501388888888;388.8;245;1944;252.633333333334;165.666666666667;1263.16666666667
10;0.44469861111111;0.304583333333333;2.22349305555555;391.8;255;1959;255.566666666667;172.333333333333;1277.83333333334
11;0.397763888888888;0.281430555555555;1.98881944444444;350;253;1750;227.833333333334;171;1139.16666666667
12;0.392037499999999;0.294902777777777;1.9601875;346.2;260;1731;225.1;175.666666666666;1125.5
13;0.368811111111111;0.286402777777777;1.84405555555556;329;237;1645;213.633333333333;161.333333333333;1068.16666666667
14;0.445300925925925;0.487743055555557;1.33590277777777;402.333333333333;410;1207;256.555555555556;277.333333333333;769.666666666668
15;0.49871527777778;0.49871527777778;0.49871527777778;419;419;419;283.333333333333;283.333333333333;283.333333333333
16;0.541520833333333;0.541520833333333;0.541520833333333;455;455;455;307.333333333333;307.333333333333;307.333333333333
