timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.943166666666664;0.688148148148149;6.60216666666665;320.857142857143;238;2246;214.747619047619;166.083333333333;1503.23333333334
2;1.41453395061728;1.00044444444444;8.48720370370367;486.166666666667;371.5;2917;338.097222222221;268.499999999999;2028.58333333333
3;1.31629629629629;0.852944444444443;7.89777777777774;452.833333333333;314.5;2717;314.027777777777;228.416666666667;1884.16666666666
4;1.23226234567901;0.871435185185186;7.39357407407405;423.833333333333;318.5;2543;293.722222222223;220.333333333333;1762.33333333334
5;1.32661419753086;1.09554629629629;7.95968518518515;460.5;400;2763;319.388888888889;286.333333333333;1916.33333333333
6;1.25902777777778;1.06931481481482;7.55416666666666;437;400.5;2622;303.458333333334;285.708333333333;1820.75000000001
7;1.21142283950617;1.04963888888889;7.26853703703702;420;390;2520;292.708333333334;280.458333333333;1756.25
8;1.31659876543209;0.991888888888887;7.89959259259256;455.666666666667;370;2734;315.902777777777;265.374999999999;1895.41666666666
9;1.37142901234567;1.07225;8.22857407407404;474.833333333333;399.5;2849;328.999999999999;286;1974
10;1.26093209876543;1.02827777777777;7.56559259259257;436.833333333333;383;2621;303.652777777778;274.958333333333;1821.91666666667
11;1.186;0.985907407407409;7.11599999999999;411.833333333333;367;2471;286.097222222223;261.625;1716.58333333334
12;1.15961728395062;1.07701851851852;6.95770370370371;405;370.5;2430;282.277777777778;266.333333333333;1693.66666666667
13;1.22172530864197;0.984564814814813;7.33035185185183;425.166666666667;363.5;2551;295.902777777778;262.208333333333;1775.41666666667
14;1.61493209876543;1.25001851851852;4.84479629629628;579;493;1737;400.527777777777;335.666666666667;1201.58333333333
15;2.23788888888888;2.23788888888888;4.47577777777776;802;802;1604;542.83333333333;542.83333333333;1085.66666666666
16;3.25016666666666;3.25016666666666;3.25016666666666;1123;1123;1123;757.999999999993;757.999999999993;757.999999999993
