timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;inf;inf;inf;332.416666666667;332.416666666667;332.416666666667;288.459523809524;288.459523809524;288.459523809524
2;inf;inf;inf;2511.28333333332;2511.28333333332;2511.28333333332;3064.42063492063;3064.42063492063;3064.42063492063
3;inf;inf;inf;3934.54999999996;3934.54999999996;3934.54999999996;4926.6;4926.6;4926.6
4;inf;inf;inf;4713.71666666661;4713.71666666661;4713.71666666661;5873.6;5873.6;5873.6
5;inf;inf;inf;4865.73333333332;4865.73333333332;4865.73333333332;6023.20000000001;6023.20000000001;6023.20000000001
6;inf;inf;inf;6041.21666666674;6041.21666666674;6041.21666666674;7507.00000000002;7507.00000000002;7507.00000000002
7;inf;inf;inf;6569.36666666685;6569.36666666685;6569.36666666685;8145.40000000002;8145.40000000002;8145.40000000002
8;inf;inf;inf;7024.16666666689;7024.16666666689;7024.16666666689;8634.20000000002;8634.20000000002;8634.20000000002
9;inf;inf;inf;7732.51666666695;7732.51666666695;7732.51666666695;9607.6;9607.6;9607.6
10;inf;inf;inf;7697.30000000025;7697.30000000025;7697.30000000025;9544.99999999997;9544.99999999997;9544.99999999997
11;inf;inf;inf;8430.46666666691;8430.46666666691;8430.46666666691;10453.4;10453.4;10453.4
12;inf;inf;inf;6729.81666666687;6729.81666666687;6729.81666666687;8458.60000000001;8458.60000000001;8458.60000000001
13;inf;inf;inf;7166.15000000023;7166.15000000023;7166.15000000023;9085.40000000001;9085.40000000001;9085.40000000001
14;inf;inf;inf;7336.78333333351;7336.78333333351;7336.78333333351;9423.19999999999;9423.19999999999;9423.19999999999
15;inf;inf;inf;7482.51666666687;7482.51666666687;7482.51666666687;9625.80000000001;9625.80000000001;9625.80000000001
16;inf;inf;inf;8729.40000000034;8729.40000000034;8729.40000000034;10919.6;10919.6;10919.6
17;inf;inf;inf;5933.68333333344;5933.68333333344;5933.68333333344;7481.60000000002;7481.60000000002;7481.60000000002
18;inf;inf;inf;4701.10000000002;4701.10000000002;4701.10000000002;5771.00000000001;5771.00000000001;5771.00000000001
19;inf;inf;inf;4543.33333333334;4543.33333333334;4543.33333333334;5608.80000000001;5608.80000000001;5608.80000000001
20;inf;inf;inf;5260.0000000001;5260.0000000001;5260.0000000001;6575.20000000002;6575.20000000002;6575.20000000002
21;inf;inf;inf;6079.50000000013;6079.50000000013;6079.50000000013;7374.20000000002;7374.20000000002;7374.20000000002
22;inf;inf;inf;6046.15000000014;6046.15000000014;6046.15000000014;7526.80000000002;7526.80000000002;7526.80000000002
23;inf;inf;inf;3720.76666666661;3720.76666666661;3720.76666666661;4762;4762;4762
24;inf;inf;inf;4824.15;4824.15;4824.15;5962.2;5962.2;5962.2
25;inf;inf;inf;4675.01666666662;4675.01666666662;4675.01666666662;5942.8;5942.8;5942.8
26;inf;inf;inf;4525.69999999995;4525.69999999995;4525.69999999995;5620.60000000001;5620.60000000001;5620.60000000001
27;inf;inf;inf;5008.71666666664;5008.71666666664;5008.71666666664;6187.80000000002;6187.80000000002;6187.80000000002
28;inf;inf;inf;6080.00000000002;6080.00000000002;6080.00000000002;7555.00000000001;7555.00000000001;7555.00000000001
29;inf;inf;inf;4278.1833333333;4278.1833333333;4278.1833333333;5604.00000000001;5604.00000000001;5604.00000000001
30;inf;inf;inf;2527.19999999999;2527.19999999999;2527.19999999999;3223.00000000001;3223.00000000001;3223.00000000001
31;inf;inf;inf;1507.94999999999;1507.94999999999;1507.94999999999;1956.8;1956.8;1956.8
32;inf;inf;inf;2889.63333333333;2889.63333333333;2889.63333333333;3928;3928;3928
33;inf;inf;inf;2643.76666666667;2643.76666666667;2643.76666666667;3618.2;3618.2;3618.2
34;inf;inf;inf;1456.56666666667;1456.56666666667;1456.56666666667;1904.4;1904.4;1904.4
35;inf;inf;inf;2351.15;2351.15;2351.15;3188.4;3188.4;3188.4
36;inf;inf;inf;2399.75;2399.75;2399.75;3250.6;3250.6;3250.6
37;inf;inf;inf;1760.35;1760.35;1760.35;2333.6;2333.6;2333.6
38;inf;inf;inf;2833.83333333332;2833.83333333332;2833.83333333332;3830.8;3830.8;3830.8
39;inf;inf;inf;3055.2;3055.2;3055.2;4274.8;4274.8;4274.8
40;inf;inf;inf;2658.54999999999;2658.54999999999;2658.54999999999;3683.8;3683.8;3683.8
41;inf;inf;inf;2422.09999999999;2422.09999999999;2422.09999999999;3321.8;3321.8;3321.8
42;inf;inf;inf;2627.44999999997;2627.44999999997;2627.44999999997;3598.8;3598.8;3598.8
43;inf;inf;inf;3279.41666666659;3279.41666666659;3279.41666666659;4450.8;4450.8;4450.8
44;inf;inf;inf;2723.9833333333;2723.9833333333;2723.9833333333;3698.8;3698.8;3698.8
45;inf;inf;inf;2254.19999999999;2254.19999999999;2254.19999999999;3095.8;3095.8;3095.8
46;inf;inf;inf;3597.99999999994;3597.99999999994;3597.99999999994;4974.8;4974.8;4974.8
47;inf;inf;inf;2833.78333333329;2833.78333333329;2833.78333333329;3870;3870;3870
48;inf;inf;inf;2318.13333333332;2318.13333333332;2318.13333333332;3198;3198;3198
49;inf;inf;inf;2490.14999999997;2490.14999999997;2490.14999999997;3426;3426;3426
50;inf;inf;inf;2315.46666666666;2315.46666666666;2315.46666666666;3201;3201;3201
51;inf;inf;inf;2273.46666666665;2273.46666666665;2273.46666666665;3144;3144;3144
52;inf;inf;inf;1164.41666666667;1164.41666666667;1164.41666666667;1507;1507;1507
53;inf;inf;inf;1214.26666666667;1214.26666666667;1214.26666666667;1567;1567;1567
54;inf;inf;inf;306.433333333334;306.433333333334;306.433333333334;381;381;381
55;inf;inf;inf;1443.68333333333;1443.68333333333;1443.68333333333;1682.6;1682.6;1682.6
56;inf;inf;inf;1791.2;1791.2;1791.2;2076.2;2076.2;2076.2
