timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.455347222222222;0.455347222222222;0.910694444444445;84.6;84.6;169.2;58.7333333333333;58.7333333333333;117.466666666667
2;0.790611111111112;0.790611111111112;0.790611111111112;148;148;148;83;83;83
3;0.853888888888889;0.853888888888889;0.853888888888889;160;160;160;89;89;89
4;0.821861111111111;0.821861111111111;0.821861111111111;154;154;154;86;86;86
5;0.720416666666667;0.720416666666667;0.720416666666667;135;135;135;76.5;76.5;76.5
6;0.603722222222222;0.603722222222222;0.603722222222222;113;113;113;65.5;65.5;65.5
7;0.598083333333334;0.598083333333334;0.598083333333334;112;112;112;65;65;65
8;0.598222222222222;0.598222222222222;0.598222222222222;112;112;112;65;65;65
9;0.5875;0.5875;0.5875;110;110;110;64;64;64
10;0.566194444444445;0.566194444444445;0.566194444444445;106;106;106;62;62;62
11;0.77925;0.77925;0.77925;146;146;146;82;82;82
12;0.869555555555556;0.869555555555556;0.869555555555556;163;163;163;90.5;90.5;90.5
13;0.917805555555555;0.917805555555555;0.917805555555555;172;172;172;95;95;95
14;0.880694444444445;0.880694444444445;0.880694444444445;165;165;165;91.5;91.5;91.5
15;0.85375;0.85375;0.85375;160;160;160;89;89;89
16;0.885777777777775;0.885777777777775;0.885777777777775;166;166;166;92;92;92
