timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.228225352112676;0.19262910798122;1.14112676056338;151;138;755;101.616666666667;91.5833333333333;508.083333333333
2;0.434582159624413;0.398399061032863;1.73832863849765;299.75;262;1199;206.5;180.25;825.999999999999
3;0.379988262910798;0.394713615023474;1.51995305164319;260.5;244;1042;179.916666666667;169.666666666667;719.666666666666
4;0.366593896713615;0.364309859154929;1.46637558685446;252.75;252.5;1011;174.75;174;698.999999999999
5;0.358976525821596;0.364399061032863;1.43590610328638;249.25;254.5;997;172.416666666666;175.333333333333;689.666666666665
6;0.363424882629108;0.295990610328638;1.45369953051643;256.5;211.5;1026;177.25;146.666666666667;709.000000000001
7;0.413176056338029;0.327765258215962;1.65270422535212;289.25;233.5;1157;199.083333333333;161.333333333333;796.333333333334
8;0.405638497652582;0.340023474178404;1.62255399061033;280.5;233.5;1122;193.25;161.333333333333;773.000000000001
9;0.411948356807512;0.325676056338028;1.64779342723005;288.25;232;1153;198.416666666667;160.333333333333;793.666666666668
10;0.372009389671362;0.289995305164319;1.48803755868545;261.25;207;1045;180.416666666667;143.666666666667;721.666666666668
11;0.387922535211268;0.341183098591549;1.55169014084507;272.5;241;1090;187.916666666667;166.333333333333;751.666666666667
12;0.419551643192488;0.331943661971831;1.67820657276995;294.75;245.5;1179;202.75;169.666666666667;811
13;0.436697183098592;0.364361502347417;1.74678873239437;305;264;1220;209.583333333333;181.999999999999;838.333333333333
14;0.44908607198748;0.37406572769953;1.34725821596244;299;240;897;206.111111111111;167.333333333333;618.333333333333
15;0.346600938967135;0.346600938967135;0.69320187793427;215.5;215.5;431;150.666666666667;150.666666666667;301.333333333334
16;0.33369014084507;0.33369014084507;0.33369014084507;214;214;214;150;150;150
17;0.379136150234741;0.379136150234741;0.379136150234741;243;243;243;169.333333333333;169.333333333333;169.333333333333
