timestamp;utility;agent_index;meeting_index 
1;inf;102.616666666667;64.0904761904762;
2;inf;2079.96666666665;2589.28809523809;
3;inf;6354.51666666681;7965.5;
4;inf;6637.48333333355;8222.5;
5;inf;4728.13333333336;5943.5;
6;inf;5211.8166666668;6364;
7;inf;5508.3666666667;6641;
8;inf;7411.73333333358;9034.5;
9;inf;7519.16666666704;9143.5;
10;inf;6606.93333333368;7931;
11;inf;8672.30000000045;10523;
12;inf;11069.75;13324;
13;inf;6607.03333333355;8068.5;
14;inf;5460.8000000001;6719;
15;inf;6009.40000000014;7449;
16;inf;5732.43333333351;7081.5;
17;inf;3356.91666666665;4154.5;
18;inf;3540.76666666667;4343;
19;inf;3587.64999999999;4505.5;
20;inf;3642.75;4543;
21;inf;2249.24999999998;2915;
22;inf;753.133333333334;961.5;
23;inf;209.6;258.5;
24;inf;209.6;258.5;
25;inf;2452.13333333333;2806.5;
26;inf;2582.73333333333;2965;
27;inf;2243.44999999998;2725.5;
28;inf;1907.11666666666;2419;
29;0.531881666666668;1160.1;1398.5;
