timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;1.05994285714286;1.05994285714286;1.05994285714286;115;115;115;75.9999999999999;75.9999999999999;75.9999999999999
2;2.36731428571429;2.36731428571429;2.36731428571429;246;246;246;164.666666666667;164.666666666667;164.666666666667
3;2.19365714285715;2.19365714285715;2.19365714285715;228;228;228;152.666666666667;152.666666666667;152.666666666667
4;2.242;2.242;2.242;233;233;233;156;156;156
5;2.2132;2.2132;2.2132;230;230;230;154;154;154
6;2.242;2.242;2.242;233;233;233;156;156;156
7;1.84582857142857;1.84582857142857;1.84582857142857;192;192;192;128.666666666667;128.666666666667;128.666666666667
8;2.2228;2.2228;2.2228;231;231;231;154.666666666667;154.666666666667;154.666666666667
9;1.846;1.846;1.846;192;192;192;128.666666666667;128.666666666667;128.666666666667
10;1.71091428571429;1.71091428571429;1.71091428571429;178;178;178;119.333333333334;119.333333333334;119.333333333334
11;1.6336;1.6336;1.6336;170;170;170;114;114;114
12;2.09714285714286;2.09714285714286;2.09714285714286;218;218;218;146;146;146
13;1.69154285714286;1.69154285714286;1.69154285714286;176;176;176;118;118;118
14;1.57565714285714;1.57565714285714;1.57565714285714;164;164;164;110;110;110
15;1.48874285714286;1.48874285714286;1.48874285714286;155;155;155;104;104;104
