timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;1.69066666666667;1.69066666666667;1.69066666666667;184;184;184;139.966666666667;139.966666666667;139.966666666667
2;1.93423809523809;1.93423809523809;1.93423809523809;206;206;206;147;147;147
3;1.82128571428571;1.82128571428571;1.82128571428571;194;194;194;139;139;139
4;1.82123809523809;1.82123809523809;1.82123809523809;194;194;194;139;139;139
5;1.96257142857143;1.96257142857143;1.96257142857143;209;209;209;149;149;149
6;1.99080952380952;1.99080952380952;1.99080952380952;212;212;212;151;151;151
7;1.99080952380952;1.99080952380952;1.99080952380952;212;212;212;151;151;151
8;1.82128571428571;1.82128571428571;1.82128571428571;194;194;194;139;139;139
9;1.67985714285714;1.67985714285714;1.67985714285714;179;179;179;129;129;129
10;1.45380952380952;1.45380952380952;1.45380952380952;155;155;155;113;113;113
11;1.59514285714286;1.59514285714286;1.59514285714286;170;170;170;123;123;123
12;1.56690476190476;1.56690476190476;1.56690476190476;167;167;167;121;121;121
13;1.62338095238095;1.62338095238095;1.62338095238095;173;173;173;125;125;125
14;1.65161904761905;1.65161904761905;1.65161904761905;176;176;176;127;127;127
15;1.62338095238095;1.62338095238095;1.62338095238095;173;173;173;125;125;125
16;1.65171428571428;1.65171428571428;1.65171428571428;176;176;176;127;127;127
17;1.62338095238095;1.62338095238095;1.62338095238095;173;173;173;125;125;125
18;1.65161904761905;1.65161904761905;1.65161904761905;176;176;176;127;127;127
19;1.68;1.68;1.68;179;179;179;129;129;129
20;1.48204761904762;1.48204761904762;1.48204761904762;158;158;158;115;115;115
