timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;2.52501190476191;2.41597619047618;20.2000952380953;341.5;322.5;2732;225.4375;219.5;1803.5
2;3.79070833333333;3.92142857142859;30.3256666666667;514.375;503.5;4115;350.312500000001;349.125;2802.50000000001
3;4.10344642857143;3.78195238095237;32.8275714285714;555.375;530.5;4443;378.062500000001;358.166666666668;3024.50000000001
4;4.17630357142857;4.30847619047618;33.4104285714286;565.625;615.5;4525;384.458333333334;414.833333333336;3075.66666666668
5;4.23328571428571;4.06411904761904;33.8662857142857;572.75;566.5;4582;389.864583333335;382.166666666669;3118.91666666668
6;4.0248869047619;3.79366666666666;32.1990952380952;545;532;4360;371.385416666667;359.166666666668;2971.08333333334
7;3.92703571428572;4.05769047619047;31.4162857142857;533.25;568.5;4266;363.479166666668;383.500000000002;2907.83333333334
8;3.90788095238095;3.84978571428571;31.2630476190476;532;539.5;4256;362.760416666668;364.166666666668;2902.08333333334
9;3.89932142857143;4.00633333333332;31.1945714285714;530.875;563;4247;361.979166666668;379.833333333335;2895.83333333334
10;3.80070238095238;3.97488095238095;30.405619047619;519.125;527.5;4153;353.427083333334;366.333333333334;2827.41666666667
11;4.01931547619048;4.59245238095239;32.1545238095238;548.375;609;4387;373.177083333335;421.958333333336;2985.41666666668
12;3.68861904761905;3.73733333333332;29.5089523809524;500.875;521.5;4007;342.229166666668;352.166666666668;2737.83333333334
13;3.88677976190476;4.10340476190475;31.0942380952381;528.5;576;4228;360.656250000002;388.500000000002;2885.25000000001
14;3.77910119047619;4.16269047619045;30.2328095238095;512.625;590;4101;349.333333333335;397.833333333336;2794.66666666668
15;4.50740476190477;4.59047619047619;27.0444285714286;615.833333333333;625;3695;419.472222222224;433.375000000003;2516.83333333334
16;4.39452380952382;5.08528571428575;13.1835714285715;598.333333333333;664;1795;404.88888888889;455.333333333337;1214.66666666667
