timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;6.1113;7.0555;61.113;32.2;37;322;24.31;25.95;243.1
2;11.023125;11.195;88.185;57.375;59.5;459;50.925;51.5499999999999;407.4
3;10.853;10.502;32.559;55.6666666666667;53;167;49.4333333333333;45.5;148.3
4;10.285;9.716;30.855;53.3333333333333;49;160;47.7333333333333;42.7;143.2
5;9.9535;9.9535;19.907;50;50;100;44.05;44.05;88.1
6;9.9525;9.9525;19.905;50;50;100;44.05;44.05;88.1
7;9.6515;9.6515;19.303;48.5;48.5;97;43.2;43.2;86.4
8;10.0515;10.0515;20.103;50.5;50.5;101;44.45;44.45;88.9
9;10.148;10.148;20.296;51;51;102;45.05;45.05;90.1
10;10.545;10.545;21.09;53;53;106;46.9;46.9;93.8
11;9.5505;9.5505;19.101;48;48;96;42.4;42.4;84.8
12;9.648;9.648;19.296;48.5;48.5;97;43.25;43.25;86.4999999999999
13;9.2495;9.2495;18.499;46.5;46.5;93;41.6;41.6;83.2
14;9.55;9.55;19.1;48;48;96;42.25;42.25;84.5
15;9.8525;9.8525;19.705;49.5;49.5;99;43.7;43.7;87.4
16;9.457;9.457;18.914;47.5;47.5;95;42.25;42.25;84.5
17;9.1535;9.1535;18.307;46;46;92;40.8;40.8;81.6
18;9.9545;9.9545;19.909;50;50;100;44.7;44.7;89.4
19;9.2525;9.2525;18.505;46.5;46.5;93;41.6;41.6;83.2
20;10.049;10.049;20.098;50.5;50.5;101;45.15;45.15;90.3
21;10.3475;10.3475;20.695;52;52;104;46.25;46.25;92.5
22;10.345;10.345;20.69;52;52;104;45.8;45.8;91.6
23;10.1495;10.1495;20.299;51;51;102;45.35;45.35;90.7
24;10.246;10.246;20.492;51.5;51.5;103;45.5;45.5;91
25;10.0465;10.0465;20.093;50.5;50.5;101;45;45;90
26;10.15;10.15;20.3;51;51;102;45;45;90
27;9.655;9.655;19.31;48.5;48.5;97;43.15;43.15;86.3
28;9.453;9.453;18.906;47.5;47.5;95;41.95;41.95;83.9
29;9.949;9.949;19.898;50;50;100;44.25;44.25;88.5
