timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
30;9.5525;9.5525;19.105;48;48;96;42.5;42.5;85
31;9.8475;9.8475;19.695;49.5;49.5;99;43.85;43.85;87.7
32;9.652;9.652;19.304;48.5;48.5;97;43.15;43.15;86.3
33;9.9475;9.9475;19.895;50;50;100;44.5;44.5;89
34;9.65;9.65;19.3;48.5;48.5;97;43.25;43.25;86.5
35;10.143;10.143;20.286;51;51;102;45.45;45.45;90.9
36;9.954;9.954;19.908;50;50;100;44;44;88
37;10.245;10.245;20.49;51.5;51.5;103;45.6;45.6;91.2
38;9.552;9.552;19.104;48;48;96;42.35;42.35;84.7
39;9.751;9.751;19.502;49;49;98;43.3;43.3;86.6
40;10.245;10.245;20.49;51.5;51.5;103;45.5;45.5;91
41;10.544;10.544;21.088;53;53;106;47;47;94
42;10.248;10.248;20.496;51.5;51.5;103;45.55;45.55;91.1
43;9.946;9.946;19.892;50;50;100;44.3;44.3;88.6
44;9.252;9.252;18.504;46.5;46.5;93;41.15;41.15;82.3
45;9.3465;9.3465;18.693;47;47;94;41.75;41.75;83.5
46;10.0475;10.0475;20.095;50.5;50.5;101;44.6;44.6;89.2
47;10.1455;10.1455;20.291;51;51;102;45.15;45.15;90.3
48;9.158;9.158;18.316;46;46;92;40.9;40.9;81.8
49;10.3495;10.3495;20.699;52;52;104;46.35;46.35;92.7
50;9.5535;9.5535;19.107;48;48;96;42.3;42.3;84.6
51;9.9525;9.9525;19.905;50;50;100;44;44;88
52;10.25;10.25;20.5;51.5;51.5;103;45.3;45.3;90.6
53;9.7535;9.7535;19.507;49;49;98;43.1;43.1;86.2
54;9.9495;9.9495;19.899;50;50;100;44.15;44.15;88.3
55;9.848;9.848;19.696;49.5;49.5;99;44.1;44.1;88.2
56;9.753;9.753;19.506;49;49;98;43.15;43.15;86.3
57;9.8535;9.8535;19.707;49.5;49.5;99;43.65;43.65;87.3
58;9.2555;9.2555;18.511;46.5;46.5;93;41.2;41.2;82.4
59;10.0505;10.0505;20.101;50.5;50.5;101;44.15;44.15;88.3
60;9.95;9.95;19.9;50;50;100;44;44;88
61;10.5465;10.5465;21.093;53;53;106;47.45;47.45;94.9
62;9.3485;9.3485;18.697;47;47;94;41.7;41.7;83.4
63;9.9485;9.9485;19.897;50;50;100;44.1;44.1;88.2
64;9.1545;9.1545;18.309;46;46;92;40;40;80
65;9.8495;9.8495;19.699;49.5;49.5;99;43.5;43.5;87
66;10.0525;10.0525;20.105;50.5;50.5;101;44.75;44.75;89.5
67;10.152;10.152;20.304;51;51;102;44.85;44.85;89.7
68;10.247;10.247;20.494;51.5;51.5;103;45.65;45.65;91.3
69;10.0495;10.0495;20.099;50.5;50.5;101;45.1;45.1;90.2
70;9.5515;9.5515;19.103;48;48;96;42.5;42.5;85
71;9.746;9.746;19.492;49;49;98;43.35;43.35;86.7
72;9.948;9.948;19.896;50;50;100;44.2;44.2;88.4
73;9.15;9.15;18.3;46;46;92;40.9;40.9;81.8
74;10.1505;10.1505;20.301;51;51;102;44.9;44.9;89.8
75;9.8515;9.8515;19.703;49.5;49.5;99;43.85;43.85;87.7
76;9.9505;9.9505;19.901;50;50;100;44.45;44.45;88.9
77;9.9495;9.9495;19.899;50;50;100;44.3;44.3;88.6
78;9.851;9.851;19.702;49.5;49.5;99;44.2;44.2;88.4
79;10.246;10.246;20.492;51.5;51.5;103;45.5;45.5;91
80;9.4495;9.4495;18.899;47.5;47.5;95;42.35;42.35;84.7
81;10.344;10.344;20.688;52;52;104;46.25;46.25;92.4999999999999
82;9.9485;9.9485;19.897;50;50;100;44.35;44.35;88.7
83;10.249;10.249;20.498;51.5;51.5;103;45.75;45.75;91.5
84;10.2465;10.2465;20.493;51.5;51.5;103;46.2;46.2;92.4
85;9.9475;9.9475;19.895;50;50;100;44.35;44.35;88.7
86;9.9515;9.9515;19.903;50;50;100;44.5;44.5;89
87;10.1475;10.1475;20.295;51;51;102;45.15;45.15;90.3
88;9.9515;9.9515;19.903;50;50;100;44.15;44.15;88.3
89;10.0525;10.0525;20.105;50.5;50.5;101;44.3;44.3;88.6
90;9.55;9.55;19.1;48;48;96;42.45;42.45;84.9
91;9.851;9.851;19.702;49.5;49.5;99;43.95;43.95;87.9
92;9.552;9.552;19.104;48;48;96;42.75;42.75;85.5
93;9.8505;9.8505;19.701;49.5;49.5;99;44.2;44.2;88.4
94;8.8555;8.8555;17.711;44.5;44.5;89;39.7;39.7;79.4
95;9.655;9.655;19.31;48.5;48.5;97;43.15;43.15;86.3
96;9.3505;9.3505;18.701;47;47;94;41.55;41.55;83.1
97;9.8515;9.8515;19.703;49.5;49.5;99;44.05;44.05;88.1
98;9.159;9.159;18.318;46;46;92;40.5;40.5;81
99;10.0495;10.0495;20.099;50.5;50.5;101;44.6499999999999;44.6499999999999;89.2999999999999
100;9.55;9.55;19.1;48;48;96;42.5;42.5;85
101;9.5485;9.5485;19.097;48;48;96;42.6;42.6;85.2
102;9.6475;9.6475;19.295;48.5;48.5;97;42.85;42.85;85.7
103;9.5495;9.5495;19.099;48;48;96;42.25;42.25;84.5
104;10.15;10.15;20.3;51;51;102;44.8;44.8;89.6
105;10.1505;10.1505;20.301;51;51;102;44.95;44.95;89.9
106;10.3475;10.3475;20.695;52;52;104;46.35;46.35;92.7
107;10.052;10.052;20.104;50.5;50.5;101;44.85;44.85;89.7
108;9.7515;9.7515;19.503;49;49;98;43.9;43.9;87.8
109;10.4465;10.4465;20.893;52.5;52.5;105;46.45;46.45;92.9
110;9.952;9.952;19.904;50;50;100;44.35;44.35;88.7
111;10.544;10.544;21.088;53;53;106;47.4499999999999;47.4499999999999;94.8999999999999
112;9.85;9.85;19.7;49.5;49.5;99;44.15;44.15;88.3
113;10.145;10.145;20.29;51;51;102;45.5;45.5;91
114;10.345;10.345;20.69;52;52;104;46.45;46.45;92.9
115;10.0485;10.0485;20.097;50.5;50.5;101;44.65;44.65;89.3
116;10.346;10.346;20.692;52;52;104;46.2;46.2;92.4
117;9.847;9.847;19.694;49.5;49.5;99;43.8;43.8;87.6
118;9.649;9.649;19.298;48.5;48.5;97;43.05;43.05;86.1
119;8.9595;8.9595;17.919;45;45;90;40.2;40.2;80.4
120;8.7515;8.7515;17.503;44;44;88;38.95;38.95;77.9
121;9.752;9.752;19.504;49;49;98;43.65;43.65;87.3
122;10.0475;10.0475;20.095;50.5;50.5;101;44.8;44.8;89.6
123;9.752;9.752;19.504;49;49;98;43.35;43.35;86.7
124;10.3485;10.3485;20.697;52;52;104;45.95;45.95;91.9
125;10.143;10.143;20.286;51;51;102;45.35;45.35;90.7
126;10.443;10.443;20.886;52.5;52.5;105;47.1;47.1;94.2
127;10.152;10.152;20.304;51;51;102;45.25;45.25;90.5
128;10.548;10.548;21.096;53;53;106;47.35;47.35;94.7
129;10.1475;10.1475;20.295;51;51;102;45.15;45.15;90.3
130;10.05;10.05;20.1;50.5;50.5;101;44.55;44.55;89.1
131;10.4445;10.4445;20.889;52.5;52.5;105;46.4;46.4;92.8
132;10.0505;10.0505;20.101;50.5;50.5;101;45;45;90
133;10.347;10.347;20.694;52;52;104;46.05;46.05;92.1
134;10.046;10.046;20.092;50.5;50.5;101;44.85;44.85;89.7
135;9.848;9.848;19.696;49.5;49.5;99;43.65;43.65;87.3
136;9.656;9.656;19.312;48.5;48.5;97;43;43;86
137;10.349;10.349;20.698;52;52;104;46.1;46.1;92.2
138;9.451;9.451;18.902;47.5;47.5;95;42.35;42.35;84.7
139;9.655;9.655;19.31;48.5;48.5;97;43.05;43.05;86.1
140;9.448;9.448;18.896;47.5;47.5;95;42.1499999999999;42.1499999999999;84.2999999999999
141;9.847;9.847;19.694;49.5;49.5;99;43.9;43.9;87.8
142;10.743;10.743;21.486;54;54;108;48;48;95.9999999999999
143;10.05;10.05;20.1;50.5;50.5;101;45.05;45.05;90.1
144;9.65199999999999;9.65199999999999;19.304;48.5;48.5;97;43.05;43.05;86.1
145;10.054;10.054;20.108;50.5;50.5;101;44.7;44.7;89.4
146;9.45649999999999;9.45649999999999;18.913;47.5;47.5;95;41.65;41.65;83.3
147;9.9525;9.9525;19.905;50;50;100;44.15;44.15;88.3
148;10.4485;10.4485;20.897;52.5;52.5;105;46.3;46.3;92.6
149;10.053;10.053;20.106;50.5;50.5;101;44.1;44.1;88.2
150;10.0495;10.0495;20.099;50.5;50.5;101;44.55;44.55;89.1
151;10.1445;10.1445;20.289;51;51;102;45.7;45.7;91.4
152;9.193;9.193;9.193;46;46;46;41.4;41.4;41.4
153;9.194;9.194;9.194;46;46;46;41.4;41.4;41.4
154;9.593;9.593;9.593;48;48;48;43.2;43.2;43.2
155;8.794;8.794;8.794;44;44;44;39.6;39.6;39.6
156;9.593;9.593;9.593;48;48;48;43.2;43.2;43.2
157;9.594;9.594;9.594;48;48;48;43.2;43.2;43.2
