timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;5.11226666666665;5.11226666666665;10.2245333333333;199.875;199.875;399.75;136;136;272
2;7.26466666666663;7.26466666666663;14.5293333333333;285;285;570;195.374999999999;195.374999999999;390.749999999999
3;7.2131333333333;7.2131333333333;14.4262666666666;283;283;566;192.874999999999;192.874999999999;385.749999999999
4;7.30306666666664;7.30306666666664;14.6061333333333;286.5;286.5;573;196.333333333333;196.333333333333;392.666666666666
5;7.06413333333331;7.06413333333331;14.1282666666666;277;277;554;187.624999999999;187.624999999999;375.249999999999
6;7.1651333333333;7.1651333333333;14.3302666666666;281;281;562;190.583333333333;190.583333333333;381.166666666666
7;7.26499999999997;7.26499999999997;14.5299999999999;285;285;570;192.583333333333;192.583333333333;385.166666666666
8;6.92013333333331;6.92013333333331;6.92013333333331;273;273;273;191.25;191.25;191.25
9;6.81933333333331;6.81933333333331;6.81933333333331;269;269;269;185.5;185.5;185.5
10;6.33906666666665;6.33906666666665;6.33906666666665;250;250;250;175;175;175
11;6.03439999999998;6.03439999999998;6.03439999999998;238;238;238;162.5;162.5;162.5
12;5.52533333333332;5.52533333333332;5.52533333333332;218;218;218;151.25;151.25;151.25
13;5.45239999999998;5.45239999999998;5.45239999999998;215;215;215;144;144;144
