timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;3.446875;3.19684375000001;34.46875;678.428333333333;648;6784.28333333333;490.694025974025;476.757142857142;4906.94025974025
2;4.24013125;4.07329687499998;42.4013125;831.2;777.5;8312;642.550039682538;625.88035714286;6425.50039682538
3;3.59456874999999;2.810421875;35.9456874999999;710.6;588.5;7106;539.919166666666;440.833333333336;5399.19166666666
4;3.53335625;2.955078125;35.3335625;704.2;633;7042;534.25;482.59166666667;5342.5
5;3.62344687499999;3.08390624999999;36.2344687499999;718.9;628.5;7189;544.815833333333;476.650000000002;5448.15833333333
6;3.555690625;3.07253125;35.55690625;710.6;657.5;7106;537.385;500.658333333336;5373.85
7;3.65010625;2.977390625;36.5010625;728.6;636.5;7286;551.945833333333;484.76666666667;5519.45833333332
8;3.79323749999999;2.76003124999998;37.9323749999999;748.6;570.5;7486;566.930833333332;416.066666666669;5669.30833333332
9;3.63209999999999;2.60109375;36.3209999999999;718.9;572.5;7189;545.055833333331;420.354166666668;5450.55833333331
10;3.78664062499999;2.740109375;37.8664062499999;748.5;595;7485;567.041666666665;443.641666666668;5670.41666666665
11;3.67090624999999;2.52910937499999;36.7090624999999;724.3;541.5;7243;549.960833333331;398.187500000001;5499.60833333332
12;3.56753437499999;2.605609375;35.6753437499999;705.8;558;7058;536.743333333331;414.445833333335;5367.43333333331
13;3.59318124999999;2.55315625000001;35.9318124999999;702.8;495;7028;535.405833333333;385.575000000002;5354.05833333333
14;3.60371527777777;2.66903124999999;32.4334374999999;706.333333333333;563;6357;538.304629629628;424.983333333335;4844.74166666665
15;3.80883680555555;3.32846875000001;34.2795312499999;740.777777777778;665;6667;568.554629629629;521.875000000003;5116.99166666666
16;3.80556640624999;3.25453125;30.4445312499999;735.75;691.5;5886;578.767708333333;542.891666666671;4630.14166666667
17;4.05554374999997;3.15771875000002;20.2777187499999;762.8;659;3814;602.434999999999;527.550000000002;3012.175
18;4.22174218749996;3.49159374999997;16.8869687499998;780.25;665;3121;610.839583333331;534.0625;2443.35833333332
19;4.89658593749996;4.16399999999995;19.5863437499998;900.75;768;3603;706.80208333333;621.037499999999;2827.20833333332
20;3.47024999999998;3.47024999999998;6.94049999999995;620;620;1240;509.058333333335;509.058333333335;1018.11666666667
21;3.49029687499996;3.49029687499996;6.98059374999993;623;623;1246;515.625;515.625;1031.25
22;3.85179687499996;3.85179687499996;7.70359374999993;687.5;687.5;1375;565.833333333333;565.833333333333;1131.66666666667
23;3.86132812499997;3.86132812499997;7.72265624999994;689;689;1378;565.291666666668;565.291666666668;1130.58333333334
24;4.65668749999993;4.65668749999993;4.65668749999993;830;830;830;693.166666666666;693.166666666666;693.166666666666
25;3.93784374999995;3.93784374999995;3.93784374999995;703;703;703;588.25;588.25;588.25
26;4.08871874999994;4.08871874999994;4.08871874999994;729;729;729;609.708333333333;609.708333333333;609.708333333333
27;4.41937499999994;4.41937499999994;4.41937499999994;788;788;788;658.666666666667;658.666666666667;658.666666666667
28;5.39396874999991;5.39396874999991;5.39396874999991;960;960;960;800.833333333333;800.833333333333;800.833333333333
29;4.52281249999995;4.52281249999995;4.52281249999995;806;806;806;673.499999999998;673.499999999998;673.499999999998
