timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.614562500000001;0.614562500000001;1.229125;224;224;448;150.000000000001;150.000000000001;300.000000000001
2;0.702035714285713;0.702035714285713;1.40407142857143;249.5;249.5;499;169.833333333333;169.833333333333;339.666666666667
3;0.720875;0.720875;1.44175;255.5;255.5;511;173.833333333333;173.833333333333;347.666666666666
4;0.768785714285714;0.768785714285714;1.53757142857143;272.5;272.5;545;185.166666666666;185.166666666666;370.333333333332
5;0.760464285714285;0.760464285714285;1.52092857142857;269.5;269.5;539;183.166666666666;183.166666666666;366.333333333332
6;0.746375;0.746375;1.49275;264.5;264.5;529;179.833333333333;179.833333333333;359.666666666667
7;0.942062499999999;0.942062499999999;1.884125;333.5;333.5;667;225.833333333333;225.833333333333;451.666666666666
8;0.975999999999996;0.975999999999996;1.95199999999999;345.5;345.5;691;233.833333333333;233.833333333333;467.666666666667
9;0.849232142857141;0.849232142857141;1.69846428571428;301;301;602;204.166666666666;204.166666666666;408.333333333332
10;0.702589285714284;0.702589285714284;1.40517857142857;249;249;498;169.499999999999;169.499999999999;338.999999999999
11;0.782499999999999;0.782499999999999;1.565;277.5;277.5;555;188.499999999999;188.499999999999;376.999999999999
12;0.780937499999999;0.780937499999999;1.561875;277;277;554;188.166666666667;188.166666666667;376.333333333333
13;0.882785714285712;0.882785714285712;1.76557142857142;312.5;312.5;625;211.833333333332;211.833333333332;423.666666666665
14;1.185125;1.185125;1.185125;417;417;417;280.666666666666;280.666666666666;280.666666666666
15;0.995232142857143;0.995232142857143;0.995232142857143;350;350;350;235.999999999999;235.999999999999;235.999999999999
16;1.26221428571427;1.26221428571427;1.26221428571427;444;444;444;298.666666666666;298.666666666666;298.666666666666
17;1.28687499999999;1.28687499999999;1.28687499999999;453;453;453;304.666666666667;304.666666666667;304.666666666667
