timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.251287524366472;0.273736842105263;2.26158771929825;180.222222222222;197;1622;122.518518518519;133.833333333334;1102.66666666667
2;0.341783625730994;0.353298245614035;3.07605263157895;244.333333333333;250;2199;168.074074074074;171.666666666667;1512.66666666667
3;0.326543859649123;0.304771929824562;2.93889473684211;233;244;2097;160.444444444444;169;1444
4;0.350599415204678;0.368798245614037;3.1553947368421;251.777777777778;259;2266;172.962962962963;177;1556.66666666667
5;0.331517543859649;0.328228070175438;2.98365789473684;237.888888888889;246;2141;163.703703703704;171.333333333333;1473.33333333333
6;0.341761208576998;0.338614035087719;3.07585087719298;245.555555555556;263;2210;168.814814814815;181.666666666666;1519.33333333333
7;0.328268031189084;0.320245614035087;2.95441228070176;235.333333333333;243;2118;162;168.333333333333;1458
8;0.305508771929824;0.303964912280701;2.74957894736842;218.444444444444;220;1966;150.740740740741;153;1356.66666666667
9;0.322021442495127;0.315842105263158;2.89819298245614;231.666666666667;238;2085;159.555555555556;164.666666666667;1436
10;0.317521442495127;0.337684210526315;2.85769298245614;227.666666666667;238;2049;156.888888888889;165;1412
11;0.358908382066277;0.350456140350878;3.23017543859649;256.555555555556;259;2309;176.148148148148;176.666666666667;1585.33333333333
12;0.31692007797271;0.30669298245614;2.85228070175439;229.111111111111;228;2062;157.851851851852;158;1420.66666666667
13;0.347601503759399;0.348438596491229;2.43321052631579;238.714285714286;251;1671;164.761904761905;173.333333333333;1153.33333333333
14;0.342230994152047;0.318219298245615;1.02669298245614;241.666666666667;248;725;166.666666666666;171.333333333333;499.999999999999
15;0.37959649122807;0.37959649122807;0.759192982456141;258.5;258.5;517;177.666666666667;177.666666666667;355.333333333333
