timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.4456043715847;0.396262295081967;2.2280218579235;261.6;225;1308;177.75;152.5;888.749999999999
2;0.512535519125682;0.438557377049181;2.56267759562841;291;252;1455;199.333333333333;171.333333333333;996.666666666665
3;0.435864480874317;0.447650273224042;2.17932240437158;249.2;268;1246;171.466666666667;184.666666666666;857.333333333333
4;0.453420765027323;0.458765027322403;2.26710382513661;257;261;1285;176.666666666667;180;883.333333333333
5;0.465956284153006;0.471595628415298;2.32978142076503;264;268;1320;181.333333333333;183.333333333333;906.666666666665
6;0.424010928961749;0.466229508196724;2.12005464480875;239.2;238;1196;164.8;162;823.999999999999
7;0.395136612021859;0.416699453551915;1.97568306010929;223;213;1115;154;145.333333333334;770
8;0.398238251366121;0.416699453551914;1.9911912568306;225.8;235;1129;155.866666666667;160.666666666667;779.333333333334
9;0.443556284153006;0.438316939890711;2.21778142076503;251.2;264;1256;172.8;179.333333333333;863.999999999999
10;0.516601092896174;0.450480874316942;2.58300546448087;293.2;254;1466;200.8;176.666666666667;1004
11;0.513578142076502;0.496918032786887;2.56789071038251;290.8;272;1454;199.2;185.333333333333;995.999999999999
12;0.512288524590163;0.476043715846996;2.56144262295082;289.6;258;1448;198.4;176;991.999999999999
13;0.512909836065572;0.500327868852459;2.05163934426229;291.25;269.5;1165;199.833333333333;184.333333333333;799.333333333332
14;0.627595628415301;0.627595628415301;0.627595628415301;360;360;360;245.999999999999;245.999999999999;245.999999999999
15;0.592612021857925;0.592612021857925;0.592612021857925;340;340;340;232.666666666666;232.666666666666;232.666666666666
16;0.598000000000001;0.598000000000001;0.598000000000001;343;343;343;234.666666666666;234.666666666666;234.666666666666
17;0.583759562841531;0.583759562841531;0.583759562841531;335;335;335;229.333333333332;229.333333333332;229.333333333332
18;0.630590163934427;0.630590163934427;0.630590163934427;362;362;362;247.333333333332;247.333333333332;247.333333333332
