timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.875466666666667;0.8361;2.6264;56.6666666666667;62;170;35.2777777777778;41.3333333333333;105.833333333333
2;3.26209999999999;3.26209999999999;6.52419999999998;216.5;216.5;433;132.666666666667;132.666666666667;265.333333333333
3;3.19689999999999;3.19689999999999;6.39379999999998;212.5;212.5;425;130.416666666667;130.416666666667;260.833333333333
4;3.09084999999999;3.09084999999999;6.18169999999998;206.5;206.5;413;127.5;127.5;255
5;2.92329999999999;2.92329999999999;5.84659999999999;194.5;194.5;389;119.75;119.75;239.5
6;2.95759999999999;2.95759999999999;5.91519999999998;194;194;388;117.666666666667;117.666666666667;235.333333333333
7;2.32715;2.32715;4.65429999999999;149;149;298;88.5833333333333;88.5833333333333;177.166666666667
8;2.76064999999999;2.76064999999999;5.52129999999999;182;182;364;111.083333333333;111.083333333333;222.166666666667
9;3.06139999999999;3.06139999999999;6.12279999999998;203;203;406;124.416666666667;124.416666666667;248.833333333333
10;2.68754999999999;2.68754999999999;5.37509999999998;175.5;175.5;351;106.25;106.25;212.5
11;2.55134999999999;2.55134999999999;5.10269999999998;169.5;169.5;339;104.5;104.5;209
12;3.10349999999999;3.10349999999999;6.20699999999998;205.5;205.5;411;125.833333333333;125.833333333333;251.666666666667
13;2.92714999999999;2.92714999999999;5.85429999999998;195.5;195.5;391;120.75;120.75;241.5
14;2.94379999999999;2.94379999999999;2.94379999999999;218;218;218;147.333333333333;147.333333333333;147.333333333333
