timestamp;utility
1;50
2;130
3;130
4;150
5;205
6;280
7;220
8;325
9;305
10;265
11;285
12;265
13;535
14;435
15;555
16;660
17;345
18;600
19;570
20;545
21;540
22;545
23;460
24;325
25;395
26;610
27;695
28;515
29;570
30;645
31;675
32;660
33;590
34;355
35;510
36;660
37;685
38;465
39;675
40;675
41;695
42;540
43;595
44;530
45;530
46;715
47;530
48;585
49;580
50;560
51;590
52;560
53;585
54;530
55;620
56;735
57;660
58;510
59;670
60;650
61;425
62;535
63;515
64;735
65;685
66;625
67;800
68;670
69;780
70;670
71;685
72;715
73;760
74;840
75;825
76;995
77;735
78;780
79;740
80;735
81;530
82;425
83;800
84;685
85;615
86;860
87;1005
88;710
89;900
90;820
91;1045
92;820
93;840
94;840
95;590
96;845
97;920
98;725
99;715
100;740
101;615
102;725
103;870
104;925
105;905
106;675
107;625
108;820
109;800
110;990
111;925
112;615
113;725
114;760
115;720
116;530
117;780
118;520
119;575
120;590
121;730
122;865
123;980
124;805
125;570
126;735
127;930
128;725
129;605
130;585
131;635
132;640
133;480
134;615
135;620
136;565
137;650
138;565
139;655
140;645
141;635
142;650
143;830
144;695
145;585
146;985
147;895
148;640
149;775
150;535
151;40
152;1020
153;920
154;945
155;795
156;855
157;765
158;750
159;915
160;850
161;690
162;660
163;490
164;755
165;580
166;730
167;650
168;645
169;620
170;765
171;700
