timestamp;utility
1;65
2;80
3;165
4;205
5;270
6;295
7;270
8;285
9;230
10;340
11;310
12;355
13;375
14;310
15;355
16;470
17;635
18;725
19;590
20;335
21;460
22;630
23;865
24;940
25;850
26;835
27;775
28;725
29;880
30;640
31;710
32;950
33;690
34;715
35;1010
36;900
37;830
38;770
39;1055
40;625
41;865
42;790
43;935
44;875
45;910
46;840
47;810
48;985
49;920
50;895
51;870
52;915
53;990
54;865
55;840
56;800
57;955
58;990
59;1000
60;890
61;1125
62;985
63;610
64;990
65;805
66;985
67;1115
68;885
69;935
70;870
71;1005
72;985
73;1070
74;885
75;1015
76;1080
77;950
78;1080
79;815
80;765
81;755
82;775
83;850
84;820
85;815
86;845
87;810
88;730
89;815
90;715
91;780
92;835
93;825
94;830
95;800
96;745
97;850
98;810
99;875
100;700
101;820
102;890
103;805
104;805
105;805
106;825
107;855
108;880
109;765
110;775
111;665
112;770
113;865
114;845
115;830
116;780
117;850
118;760
