timestamp;utility
1;185
2;320
3;375
4;530
5;675
6;815
7;910
8;1000
9;995
10;945
11;995
12;1140
13;1190
14;935
15;1265
16;1270
17;1295
18;1055
19;1295
20;1410
21;1505
22;1425
23;1405
24;1105
25;935
26;1590
27;1075
28;730
29;1710
30;1690
31;1785
32;1875
33;2085
34;2160
35;1605
36;3085
37;1675
38;1950
39;2595
40;2260
41;2670
42;1890
43;2545
44;2565
45;2650
46;2365
47;1825
48;2965
49;3135
50;3610
51;2835
52;2900
53;3370
54;2925
55;3045
56;3600
57;3465
58;3460
59;3215
60;3235
61;2960
62;3265
63;2945
64;4320
65;2715
66;3950
67;2220
68;3525
69;2940
70;3060
71;4000
72;3250
73;2920
74;3400
75;3290
76;3500
77;2175
78;3640
79;4115
80;4370
81;3045
82;3280
83;3530
84;3480
85;4065
86;3270
87;2805
88;3265
89;3705
90;3585
91;3910
92;2655
93;4455
94;3745
95;3270
96;3325
97;3085
98;4385
99;3880
100;2880
