timestamp;utility
1;125
2;280
3;245
4;310
5;300
6;365
7;480
8;400
9;475
10;445
11;460
12;405
13;495
14;475
15;425
16;485
17;480
18;505
19;545
20;440
21;470
22;580
23;570
24;485
25;535
26;410
27;530
28;720
29;850
30;1345
31;1060
32;580
33;1185
34;990
35;1435
36;935
37;1145
38;1000
39;1445
40;960
41;960
42;1240
43;1290
44;1160
45;935
46;1255
47;1340
48;1160
49;1490
50;1380
51;1280
52;1250
53;1585
54;1595
55;1790
56;2580
57;2240
58;2180
59;2870
60;2235
61;2500
62;2245
63;2655
64;2130
65;1970
66;2440
67;2010
68;2100
69;2545
70;2220
71;1390
72;2000
73;2670
74;2175
75;1825
76;2090
77;1985
78;2060
79;2330
80;1960
81;1570
82;2325
83;2715
84;2135
85;2070
86;2940
87;2065
88;2170
89;2555
90;2705
91;2655
92;2570
93;2800
