timestamp;utility
1;65
2;50
3;115
4;230
5;420
6;445
7;585
8;625
9;580
10;765
11;710
12;595
13;760
14;815
15;790
16;940
17;1020
18;1090
19;1075
20;980
21;925
22;1080
23;1135
24;980
25;660
26;1410
27;1415
28;1155
29;1580
30;1190
31;1230
32;1200
33;1405
34;1410
35;1620
36;1135
37;1385
38;1410
39;1520
40;1365
41;1335
42;1370
43;1495
44;1040
45;1355
46;1215
47;1515
48;1245
49;1145
50;1355
51;1720
52;1270
53;1510
54;1340
55;1330
56;1245
57;1845
58;2185
59;1505
60;2345
61;2475
62;2120
63;2230
64;2200
65;2115
66;1940
67;1885
68;2550
69;2210
70;1820
71;2755
72;2125
73;2240
74;2270
75;1840
76;2325
77;2155
78;1705
79;2655
80;1975
81;1870
82;2080
83;2520
84;2045
85;2715
86;1930
87;1910
88;2170
89;2585
90;1860
91;2420
92;2315
93;2325
94;1715
95;2095
96;2255
97;2400
98;1995
99;2300
100;2700
101;1870
102;2865
103;2355
104;1955
105;2650
106;2335
107;2610
108;2640
109;2265
110;2790
111;2490
112;2285
113;2320
114;2150
115;2200
116;2545
117;2325
118;2595
119;2345
120;1985
121;3275
122;3125
123;2840
124;2210
125;2535
126;3290
127;2525
128;1790
129;2445
130;2940
131;2775
132;2120
133;2485
134;2240
135;1795
136;3295
137;2325
138;2445
139;2430
140;2260
141;2305
142;2755
143;2920
144;1830
145;2690
146;2710
147;2945
148;2885
149;3125
150;2435
151;2565
152;2645
153;3100
154;1610
155;3410
156;2575
157;2460
158;2525
159;2730
160;1010
161;1895
162;3935
163;3505
164;2805
165;2280
166;2955
167;2275
168;2300
169;3215
170;2565
171;3040
172;2580
173;2340
174;2355
175;2880
176;2640
177;2405
178;2355
179;3015
180;2650
181;2685
182;2575
183;2790
184;2510
185;2280
186;3195
187;3505
188;2600
189;2815
190;2565
191;2775
192;2970
193;2965
194;2340
195;3195
196;2635
197;2915
198;2545
199;2600
200;2355
201;3310
202;3325
203;2130
204;2490
205;2665
206;2940
207;2865
208;2990
209;3345
210;2340
211;3080
212;3250
213;2220
214;2820
215;3585
216;3000
217;2800
218;2695
219;2455
220;3925
221;2295
222;2920
223;2870
224;3455
225;2355
226;2915
227;2695
228;3490
229;3230
230;3110
231;3100
232;2770
233;3310
234;2755
235;3030
236;3240
237;3380
238;3195
239;3210
240;3090
241;3155
242;2505
243;725
244;5605
245;2820
246;2905
247;3155
248;2870
249;2670
250;3040
251;3050
252;2715
253;3145
254;2700
255;2360
256;2385
257;2250
258;2235
259;2425
260;2485
261;2470
262;2285
263;2530
264;2525
265;2630
266;2740
267;2630
268;2575
269;2845
270;2645
271;2655
272;2475
273;2800
274;2560
275;2705
276;2510
277;2605
278;2550
279;2525
280;2905
281;2750
282;2270
283;2925
284;2555
285;2505
286;2780
287;2745
288;2735
