timestamp;utility
1;125
2;300
3;355
4;525
5;720
6;690
7;905
8;860
9;830
10;920
11;880
12;1255
13;1055
14;1230
15;900
16;1100
17;1240
18;1195
19;1215
20;1320
21;540
22;1055
23;1595
24;1480
25;1635
26;1355
27;1255
28;1745
29;1415
30;1035
31;1560
32;1450
33;1605
34;1645
35;1810
36;1240
37;1730
38;1465
39;1530
40;1610
41;1665
42;1750
43;1825
44;1680
45;1795
46;1485
47;1690
48;1860
49;1790
50;1845
51;2210
52;1615
53;1970
54;2090
55;1850
56;2000
57;1635
58;2480
59;2160
60;1735
61;2475
62;1465
63;2110
64;1980
65;2140
66;2315
67;1730
68;2340
69;2155
70;1915
71;2880
72;2190
73;1950
74;2485
75;2840
76;865
77;3145
78;2350
79;1365
80;3160
81;2940
82;1935
83;2525
84;2460
85;1950
86;3115
87;2145
88;1900
89;2720
90;2275
91;3070
92;2495
93;2350
94;2805
95;2670
96;2510
97;2675
98;2180
99;2410
100;3215
101;2280
102;2460
103;2360
104;2705
105;2910
106;2415
107;2575
108;2080
109;2360
110;3000
111;2695
112;2275
113;2390
114;2665
115;2575
116;2485
117;2725
118;2475
119;2650
120;1995
121;2800
122;1655
123;2475
124;2210
125;2065
126;2575
127;2710
128;1985
129;2255
130;2975
131;2465
132;2025
133;2170
134;2450
135;2510
136;2510
137;1730
138;1955
139;2715
140;2265
141;2570
142;2200
143;2330
144;2700
145;2495
146;3310
147;2655
148;1985
149;2020
150;2820
151;2370
152;2260
153;2600
154;2310
155;2730
156;2590
157;1800
158;2980
159;2550
160;2785
161;2490
