timestamp;utility
1;75
2;90
3;325
4;485
5;500
6;725
7;915
8;765
9;880
10;900
11;770
12;1030
13;1100
14;1035
15;875
16;1170
17;1120
18;1215
19;650
20;965
21;1080
22;1045
23;1285
24;1265
25;1415
26;1285
27;1170
28;1320
29;1445
30;1330
31;1565
32;1595
33;1270
34;1275
35;1600
36;1400
37;1475
38;1505
39;1460
40;1320
41;1880
42;1595
43;1635
44;1355
45;1510
46;1180
47;1620
48;1895
49;1360
50;1530
51;1575
52;1650
53;1675
54;1170
55;1225
56;1420
57;1540
58;1685
59;1690
60;1880
61;1770
62;1460
63;1815
64;1370
65;1495
66;1345
67;1960
68;2100
69;1545
70;1170
71;2260
72;2005
73;1905
74;1435
75;1510
76;1810
77;1945
78;1850
79;1825
80;1725
81;2005
82;1880
83;1865
84;1715
85;2110
86;1720
87;1990
88;2055
89;1585
90;1920
91;1675
92;1925
93;1685
94;2025
95;1255
96;1725
97;1460
98;2070
99;1930
100;1615
101;2100
102;1805
103;1415
104;1590
105;1355
106;2115
107;1740
108;1655
109;1935
110;1790
111;1910
112;2085
113;1680
114;1600
115;1750
116;2415
117;1980
118;2260
119;1770
120;1845
121;1910
122;2315
123;1730
124;1855
125;1870
126;1985
127;1620
128;1705
129;1505
130;1455
131;1425
132;1755
133;770
134;2715
135;1640
136;1970
137;1910
138;1945
139;1940
140;2145
141;1765
142;2505
143;2035
144;1905
145;1775
146;1820
147;1840
148;1970
149;1775
150;1380
151;2115
152;1985
153;1850
154;1830
155;1750
156;1750
157;2045
158;1965
159;1975
160;1820
161;1270
162;1980
163;1910
164;1910
165;1460
166;1900
167;1765
168;1865
169;2140
170;1845
171;1530
172;1815
173;1885
174;2025
175;2250
176;1960
177;2050
178;2010
179;2060
180;2195
181;1805
182;1900
183;2235
184;1740
185;1850
186;1910
187;2010
188;2965
189;2050
190;2390
191;1775
192;1785
193;2155
194;1930
195;2250
196;1860
197;1905
198;1895
199;1960
200;1910
201;1930
202;2420
203;1350
204;1295
205;2450
206;2000
207;2020
208;1970
209;2605
210;2545
211;2105
212;1905
213;2085
214;1860
215;2015
216;1730
217;2100
218;1880
219;2155
220;2060
221;2800
222;2645
223;2350
224;2025
225;2115
226;2495
227;2050
228;2140
229;1990
230;2250
231;1685
232;2195
233;2055
234;2020
235;2445
236;1780
237;2255
238;1995
239;2105
240;2100
241;2300
242;2805
243;2870
244;1735
245;2195
246;2045
247;2180
248;1710
249;2400
250;2140
251;2110
252;2165
253;2105
254;2235
255;2170
256;2100
257;2300
258;2050
259;2405
260;2070
261;1880
262;2535
263;2505
264;2945
265;2345
266;1870
267;3085
268;2135
269;2785
270;2820
271;2590
272;2975
273;2875
274;2695
275;2845
276;2065
277;2980
278;2190
279;2155
280;2370
281;1790
282;3600
283;2230
284;2130
285;2290
286;2235
287;2535
288;2720
289;2615
290;2350
291;2300
292;2370
293;2400
294;2540
295;3005
296;2685
297;2835
298;2865
299;3220
300;2885
301;2555
302;2560
303;2530
304;2395
305;2890
306;2655
307;2670
308;3005
309;2950
310;2730
311;2760
312;2630
313;2530
314;2595
315;2770
316;2445
317;2695
318;2845
319;2675
320;2615
321;2815
322;2590
323;2615
324;2325
325;2660
326;2495
327;2270
328;2600
329;2915
330;2790
331;2620
332;2635
333;2685
334;2620
335;2760
336;2565
337;2580
338;2580
339;2610
340;2720
341;2600
342;2600
343;2510
344;2765
345;2550
346;2315
347;2585
