timestamp;utility
1;105
2;195
3;240
4;610
5;425
6;555
7;655
8;785
9;515
10;980
11;740
12;1135
13;980
14;1150
15;1065
16;1190
17;1530
18;505
19;670
20;1050
21;735
22;1060
23;1335
24;1280
25;1390
26;1315
27;1075
28;700
29;1530
30;1215
31;1600
32;1580
33;1325
34;1580
35;1700
36;1820
37;1660
38;1350
39;1585
40;1810
41;1490
42;1455
43;1510
44;1565
45;1305
46;1770
47;1925
48;1665
49;1445
50;1545
51;2410
52;1460
53;1935
54;2175
55;1745
56;2350
57;1890
58;1970
59;1825
60;1720
61;1905
62;1750
63;2495
64;1940
65;2105
66;2080
67;1720
68;2135
69;2210
70;2070
71;2415
72;1390
73;2100
74;2200
75;2550
76;2520
77;2275
78;1885
79;2310
80;2275
81;2135
82;2300
83;1940
84;2205
85;2050
86;2285
87;2200
88;2070
89;2755
90;2035
91;2485
92;1935
93;2110
94;2110
95;2485
96;2430
97;3130
98;1495
99;1900
100;2300
101;2335
102;2370
103;2915
104;2695
105;2950
106;2280
107;2390
108;1735
109;2750
110;2750
111;2650
112;2030
113;2865
114;1590
115;2125
116;2425
117;2465
118;2765
119;2335
120;2400
121;2750
122;2665
123;2705
124;2255
125;3125
126;2165
127;2425
128;3070
129;2560
130;2340
131;2865
132;2395
133;2835
134;2610
135;2510
136;2515
137;1780
138;1775
139;3620
140;1690
141;2350
142;3480
143;2395
144;3180
145;2520
146;2695
147;3775
148;2470
149;2755
150;2715
151;2690
152;2680
153;2790
154;3280
155;2510
156;2655
157;3755
158;2360
159;2370
160;2780
161;2490
162;2425
163;2085
164;3065
165;3560
166;2245
167;3610
168;2305
169;2430
170;2420
171;2770
172;2590
173;2400
174;3085
175;2515
176;2845
177;2435
178;3225
179;2115
180;2430
181;2680
182;2890
183;3155
184;2720
185;2365
186;2565
187;3495
188;2595
189;2380
190;2470
191;2330
192;3415
193;2295
194;2770
195;3070
196;2450
197;2940
198;2110
199;2740
200;2840
201;2500
202;2685
203;3085
204;2900
205;2375
206;2860
207;2915
208;2900
209;2870
210;2665
211;2570
212;3770
213;2535
214;2595
215;2725
216;2855
217;3355
218;1940
219;2970
220;3200
221;2005
222;4175
223;2640
224;2715
225;2705
226;2810
227;3590
228;2495
229;2680
230;2985
231;2145
232;3435
233;2265
234;2525
235;2670
236;2795
237;2345
238;2530
239;2425
240;3040
241;3345
242;2400
243;2690
244;3215
245;2290
246;3305
247;2550
248;3215
249;2325
250;2230
251;1980
252;2730
253;2515
254;2440
255;2715
256;2500
257;2690
258;2480
259;2555
260;2525
261;2050
262;2780
263;1775
264;2670
265;2605
266;2130
267;2905
268;2650
269;2415
270;3240
271;3140
272;1815
273;2270
274;2540
275;2490
276;2045
277;2190
278;3130
279;2745
280;2970
281;2225
282;2120
283;2665
284;2225
285;2485
286;2570
287;2635
288;2440
289;2140
290;2310
291;1960
292;2970
