timestamp;utility
1;835
2;715
3;745
4;1450
5;1505
6;1035
7;1495
8;1335
9;1740
10;1255
11;2010
12;1925
13;1790
14;2250
15;1785
16;1755
17;1815
18;2185
19;2385
20;1725
21;2635
22;1810
23;2300
24;2440
25;2200
26;2235
27;1550
28;1345
29;3630
30;1945
31;2110
32;3040
33;2135
34;2705
35;2685
36;1845
37;2470
38;2820
39;2990
40;2605
41;2370
42;3085
43;2380
44;3260
45;4325
46;3100
47;3785
48;3615
49;3810
50;4995
51;3735
52;4100
53;3370
54;4630
55;3205
56;3870
57;4670
58;5860
59;4920
60;4005
61;3675
62;5785
63;5070
64;3450
65;3385
66;3685
67;3845
68;3400
69;4430
70;4920
71;3915
72;2555
73;6065
74;2790
75;2125
76;3055
77;3320
78;2270
79;2235
80;2980
81;2240
82;2145
83;2200
84;2440
85;1935
86;2345
87;2155
88;2185
89;2080
90;1950
91;2240
92;2455
93;2430
94;1875
95;1845
