timestamp;utility
1;195
2;185
3;170
4;360
5;430
6;470
7;720
8;750
9;815
10;725
11;1040
12;870
13;930
14;1055
15;1080
16;870
17;1145
18;950
19;855
20;565
21;915
22;1355
23;1405
24;890
25;1385
26;1160
27;1385
28;1315
29;1245
30;1595
31;960
32;1520
33;1420
34;1585
35;1245
36;1325
37;1205
38;1330
39;1660
40;1750
41;1115
42;1670
43;1360
44;1420
45;1700
46;965
47;1325
48;1060
49;1395
50;1125
51;1685
52;1265
53;1815
54;1835
55;960
56;2400
57;1600
58;1760
59;1875
60;1600
61;1670
62;1715
63;2085
64;1705
65;2545
66;1380
67;1440
68;2050
69;2445
70;2030
71;1500
72;2490
73;2385
74;1445
75;2560
76;1435
77;2125
78;1870
79;2190
80;2900
81;1445
82;2205
83;2270
84;2060
85;2530
86;1910
87;2500
88;1730
89;2370
90;2370
91;2280
92;2110
93;2030
94;1795
95;1775
96;2350
97;2090
98;2120
99;1935
100;2450
101;2480
102;1705
103;2090
104;2340
105;1650
106;2365
107;1845
108;2250
109;2335
110;2215
111;2215
112;1900
113;2520
114;2260
115;1775
116;1595
117;1850
118;1185
119;1585
120;1945
121;1785
122;1400
123;1700
124;1650
125;1330
126;1910
127;1460
128;1415
129;1625
130;1375
131;1835
