timestamp;utility
1;90
2;265
3;200
4;340
5;535
6;445
7;520
8;500
9;645
10;640
11;645
12;610
13;580
14;805
15;785
16;765
17;435
18;335
19;680
20;900
21;810
22;940
23;980
24;810
25;970
26;790
27;1100
28;1005
29;910
30;1175
31;1090
32;1040
33;1245
34;970
35;1225
36;1095
37;1220
38;1130
39;1260
40;1130
41;1365
42;1400
43;900
44;1500
45;1040
46;1425
47;1495
48;1145
49;1045
50;1505
51;1325
52;1505
53;1170
54;1500
55;1305
56;1150
57;1260
58;1410
59;1465
60;1245
61;1325
62;1330
63;1490
64;1245
65;1430
66;1420
67;1640
68;1640
69;1455
70;1290
71;1735
72;1670
73;1260
74;1320
75;1855
76;1435
77;1565
78;1710
79;1285
80;1680
81;1630
82;1625
83;795
84;2370
85;1550
86;1910
87;1510
88;1585
89;1770
90;2090
91;1745
92;1935
93;2050
94;1375
95;2155
96;1870
97;1210
98;2060
99;1590
100;1665
101;1920
102;2180
103;1410
104;2205
105;1920
106;1810
107;1660
108;2000
109;2160
110;2045
111;1815
112;1620
113;2510
114;1470
115;2340
116;1700
117;2080
118;2280
119;1715
120;1870
121;2020
122;2225
123;1450
124;2625
125;1825
126;1765
127;2065
128;1645
129;2235
130;1660
131;2295
132;2005
133;2010
134;1475
135;1680
136;1870
137;1960
138;1730
139;1710
140;1710
141;1620
142;1780
143;2380
144;1435
145;1970
146;1920
147;1375
148;1260
149;2400
150;1880
151;1750
152;1930
153;2000
154;1415
155;1910
156;1845
157;1600
158;1590
159;1670
160;2090
161;1645
162;1865
163;1835
164;1715
165;1740
166;2365
167;1490
