timestamp;utility
1;90
2;215
3;225
4;580
5;650
6;1085
7;1040
8;1265
9;1270
10;1295
11;1370
12;1645
13;1570
14;1185
15;1510
16;1845
17;1620
18;1740
19;2340
20;1430
21;1690
22;1900
23;1145
24;1120
25;2035
26;2375
27;2095
28;2075
29;1500
30;1995
31;2080
32;2005
33;2125
34;2000
35;1735
36;2070
37;1830
38;2060
39;2540
40;1630
41;2705
42;2050
43;1780
44;2320
45;2550
46;2280
47;2200
48;2195
49;2995
50;1795
51;2025
52;3205
53;2430
54;2875
55;2235
56;2485
57;2655
58;2060
59;1915
60;2195
61;2610
62;1995
63;2515
64;2335
65;2040
66;3155
67;3470
68;3140
69;1920
70;2050
71;2700
72;2915
73;2835
74;2235
75;3270
76;2320
77;2525
78;3025
79;3225
80;2175
81;3075
82;2705
83;2555
84;2985
85;2855
86;2750
87;2950
88;2890
89;3215
90;2440
91;2425
92;3970
93;3340
94;2880
95;2275
96;3165
97;3555
98;3185
99;2125
100;3515
101;3195
102;2540
103;2225
104;2300
105;3725
106;2710
107;2895
108;2455
109;1930
110;2310
111;3015
112;2495
113;2140
114;2400
115;2395
116;2735
117;2800
118;2310
119;2425
120;2375
121;2295
122;3800
123;2420
124;2390
125;2400
126;2560
127;2745
128;2525
129;2610
130;2505
131;2410
132;2790
133;2170
134;2215
135;2760
136;3050
137;2255
138;2445
139;2715
140;2330
141;2220
142;2375
143;2380
144;2180
145;2410
146;2155
147;3065
148;2355
149;2145
150;2230
151;2305
152;2780
153;3005
154;1985
155;2620
156;2835
157;2310
158;2260
159;2570
160;2155
161;2655
162;2595
163;1945
164;1990
165;3720
166;2230
167;2305
168;2360
169;3735
170;2055
171;2135
172;3065
173;2920
174;2105
175;2365
176;3405
177;2935
178;2600
179;2235
180;2145
181;2815
182;2640
183;2290
184;3710
185;2260
186;3520
187;2685
188;2390
189;2575
190;2430
191;3065
192;2645
193;2675
194;2770
195;2625
196;2305
197;2450
198;3420
199;3320
200;2265
201;2225
202;2410
203;3100
204;3305
205;2540
206;2345
207;2850
208;2630
209;3105
210;3595
211;2680
212;2915
213;3395
214;2230
215;2760
216;2825
217;3265
218;3280
219;2055
220;2700
221;2350
222;2490
223;2465
224;2800
225;2575
226;2220
227;2925
228;1535
229;3150
230;2755
231;2535
232;3385
233;3025
234;2340
235;2680
236;900
237;5780
238;2830
239;2420
240;2310
241;3525
242;2975
243;2430
244;2910
245;2940
246;2840
247;3365
248;3320
249;3295
250;3040
251;3075
252;3040
253;3220
254;3125
255;3025
256;3225
