1420747511806;start
1420747511852;v7m22;1.05;Map(22 -> 96);Map(7 -> 96, 6 -> 96)
1420747511852;v4m48;1.53;Map();Map(5 -> 28, 4 -> 48)
1420747511853;v4m48;1.73;Map(55 -> 54, 48 -> 28);Map(5 -> 28, 4 -> 28)
1420747511852;v2m42;1.5;Map();Map(2 -> 51, 9 -> 35)
1420747511853;v2m42;1.5;Map();Map(2 -> 51, 9 -> 51)
1420747511852;v9m38;1.81;Map();Map(4 -> 38, 9 -> 20)
1420747511853;v9m38;1.63;Map(59 -> 90, 38 -> 38, 42 -> 51);Map(4 -> 38, 9 -> 38)
1420747511852;v4m55;1.47;Map(55 -> 54);Map(5 -> 54, 4 -> 54)
1420747511853;v4m55;1.47;Map(55 -> 54, 48 -> 28);Map(5 -> 54, 4 -> 54)
1420747511852;v9m42;1.6600000000000001;Map();Map(2 -> 51, 9 -> 35)
1420747511853;v9m42;0.5;Map(59 -> 14, 38 -> 38, 42 -> 51);Map(2 -> 51, 9 -> 51)
1420747511852;v6m59;1.87;Map(59 -> 14);Map(9 -> 90, 6 -> 14)
1420747511853;v6m59;1.87;Map(59 -> 14);Map(9 -> 14, 6 -> 14)
1420747511852;v4m38;1.63;Map();Map(4 -> 38, 9 -> 20)
1420747511853;v4m38;1.63;Map(55 -> 54, 48 -> 28);Map(4 -> 38, 9 -> 38)
1420747511852;v5m55;1.47;Map(55 -> 54);Map(5 -> 54, 4 -> 54)
1420747511853;v5m55;1.47;Map(55 -> 54, 48 -> 48);Map(5 -> 54, 4 -> 54)
1420747511852;v6m22;1.05;Map();Map(7 -> 60, 6 -> 96)
1420747511853;v6m22;1.05;Map(59 -> 14);Map(7 -> 96, 6 -> 96)
1420747511852;v9m59;0.11;Map(59 -> 90);Map(9 -> 90, 6 -> 90)
1420747511853;v9m59;1.87;Map(59 -> 14, 38 -> 38, 42 -> 51);Map(9 -> 14, 6 -> 14)
1420747511852;v5m48;1.73;Map();Map(5 -> 28, 4 -> 48)
1420747511853;v5m48;1.73;Map(55 -> 54, 48 -> 28);Map(5 -> 28, 4 -> 28)
1420747511854;v5m48;1.73;Map(55 -> 54, 48 -> 28);Map(5 -> 28, 4 -> 28)
1420747523565;finished
