timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;1.20835;1.281;12.0835;12.7;13.5;127;5.06;5.075;50.6
2;1.82335;1.7785;18.2335;19.1;19;191;10.13;9.35;101.3
3;2.23465;2.13075;22.3465;23.2;22;232;16.105;16.875;161.05
4;2.039;2.00475;20.39;21.2;21;212;17.545;18.15;175.45
5;2.3086;2.4065;23.086;24.1;25;241;21.505;21.8;215.05
6;2.1634;2.1645;21.634;22.4;23;224;20.94;20.825;209.4
7;2.2405;2.254;22.405;23.3;24;233;22.07;22.225;220.7
8;2.30025;2.30425;23.0025;23.7;23.5;237;22.755;22.4;227.55
9;2.3219;2.306;23.219;24;23.5;240;23.19;22.95;231.9
10;2.3374;2.33225;23.374;24.1;24;241;23.315;22.775;233.15
11;2.2626;2.2555;22.626;23.5;23;235;22.72;22.05;227.2
12;2.22777777777778;2.231;20.05;23.1111111111111;23;208;22.2722222222222;22;200.45
13;2.17033333333333;2.15;19.533;22.5555555555556;22;203;21.7833333333333;21.85;196.05
14;2.31416666666667;2.326;20.8275;24.1111111111111;24;217;23.3444444444444;22.8;210.1
15;2.24578571428571;2.1185;15.7205;23.2857142857143;22;163;22.3142857142857;21.05;156.2
16;2.43764285714286;2.425;17.0635;25.1428571428571;25;176;24.0642857142857;24.9;168.45
17;2.26285714285714;2.2155;15.84;23.2857142857143;23;163;22.2714285714286;22;155.9
18;2.26971428571429;2.2155;15.888;23.4285714285714;23;164;22.5571428571429;22.85;157.9
19;2.22942857142857;2.2335;15.606;23.1428571428571;23;162;22.4785714285714;21.85;157.35
20;2.26428571428571;2.3335;15.85;23.4285714285714;24;164;22.9642857142857;22.9;160.75
21;2.48491666666667;2.485;14.9095;25.6666666666667;25.5;154;25.1583333333333;24.85;150.95
22;2.264;2.23375;13.584;23.5;23.5;141;23.1416666666667;23.5;138.85
23;2.3775;2.40625;14.265;24.6666666666667;25;148;24.2833333333333;24.5;145.7
24;2.13883333333333;2.13725;12.833;22.1666666666667;22.5;133;21.8083333333333;21.9;130.85
25;2.57591666666667;2.65475;15.4555;26.5;27;159;26.0833333333333;26.825;156.5
26;2.3311;2.302;11.6555;24;24;120;23.51;23.75;117.55
