timestamp;utility;agent_index;meeting_index 
1;2.65854761904762;48.4166666666667;26.8079365079365;
2;2.75854761904762;49.4166666666667;27.8079365079365;
3;5.12857936507936;85.6333333333333;85.1904761904762;
4;5.47240476190476;112.05;127.066666666667;
5;6.78381746031746;128.1;147;
6;6.83312698412699;134.266666666667;153;
7;7.83980158730159;159.1;182;
8;8.51784126984127;162.683333333333;185;
9;8.86712698412699;170.716666666667;195;
10;8.65377777777778;168.3;192;
11;8.93138888888889;170.7;194;
12;8.55626984126984;160.7;183;
13;8.89369841269841;175.2;200;
14;11.5056190476191;222.6;254;
15;11.4249047619048;220.6;252;
16;11.4372063492064;221.766666666667;253;
17;11.4795079365079;219.933333333334;250;
18;8.69855555555555;168.2;192;
19;10.7240873015873;205.75;235;
20;10.0750555555556;193.716666666667;221;
21;12.6320555555556;235.133333333334;269;
22;12.5860714285714;242.7;276;
23;15.2590317460318;284.600000000001;324;
24;13.1671825396825;255.533333333334;291;
25;10.6019761904762;197.666666666667;226;
26;12.0205952380952;228.75;261;
27;14.2174047619048;277.250000000001;317;
28;14.9717380952381;276.833333333334;316;
29;13.0719206349206;248.9;285;
30;12.1556111111111;238.233333333333;272;
31;14.6411587301587;289.966666666667;331;
32;13.4557063492063;247.016666666667;282;
33;13.47;264.7;303;
34;13.6357063492064;255.05;290;
35;14.1292063492064;273.25;311;
36;13.0642063492064;250.75;286;
37;14.4517777777778;281.95;321;
38;14.6240158730159;282.35;322;
39;14.6619444444445;280.35;319;
40;12.1791349206349;231.9;264;
41;17.0965158730159;329.1;376;
42;14.7276666666667;280.25;319;
43;15.2137301587302;286.6;326;
44;16.7536111111111;323.1;369;
45;15.572626984127;292.05;332;
46;14.618126984127;280.35;319;
47;14.5855158730159;277.4;316;
48;14.8134603174603;280.05;319;
49;14.4001428571429;276.383333333334;316;
50;15.4133174603175;295.166666666667;337;
51;17.5432857142857;340.416666666667;389;
52;14.1611349206349;278.566666666667;318;
53;15.5868095238095;298.716666666667;340;
54;14.4575873015873;281.616666666667;322;
55;18.9249444444444;367.6;420;
56;15.2501746031746;292.45;334;
57;16.797253968254;321.55;367;
58;11.3210714285714;214.35;244;
59;16.4579365079365;317.816666666667;363;
60;17.7373015873016;332.266666666667;378;
61;18.6941825396825;359.066666666667;409;
62;16.8181587301587;325.9;372;
63;17.4667936507936;332.700000000001;379;
64;17.2356428571428;329.7;376;
65;17.6557063492063;336.650000000001;384;
66;16.9744603174603;326.2;372;
67;16.3012142857143;325.116666666667;372;
68;15.7545873015873;289.55;330;
69;18.0263650793651;340.516666666667;389;
70;18.8595079365079;364.383333333334;416;
71;18.5094285714286;347.833333333333;397;
72;20.6748492063492;395.75;453;
73;19.996373015873;394.566666666667;451;
74;17.5600396825397;323.816666666667;369;
75;18.5108333333333;361.083333333334;413;
76;20.1434126984127;383.15;437;
77;14.5130634920635;277.966666666667;317;
78;18.2966428571429;352;401;
79;19.0281666666667;359.833333333334;411;
80;17.6956031746032;333.950000000001;381;
81;19.6433888888889;373.500000000001;426;
82;20.6736428571428;392.450000000001;448;
83;20.3913095238095;384.150000000001;438;
84;20.9067777777777;398.683333333334;455;
85;17.7723333333333;344.85;393;
86;18.7185952380952;360.1;411;
87;17.7541031746032;342.966666666667;391;
88;21.9836746031745;424.383333333334;484;
89;16.9787301587302;323.35;369;
90;19.8466904761905;384.65;439;
91;20.7814761904761;391.85;447;
92;19.2929761904762;375.1;428;
93;20.9483412698413;411.383333333334;470;
94;18.838626984127;350.466666666667;399;
95;17.5737142857143;331.75;379;
96;21.7496746031746;415.6;475;
97;20.5016666666666;398.000000000001;454;
98;19.9061349206349;386.350000000001;441;
99;20.9356111111111;405.7;464;
100;19.188246031746;368.916666666667;421;
101;20.0543809523809;387.366666666667;442;
102;14.766126984127;285.35;325;
103;16.0651904761905;309.133333333334;352;
104;18.5218492063492;359.116666666667;409;
105;19.1150238095238;372.75;425;
106;18.0546587301587;347.85;397;
107;18.1750079365079;347.733333333334;397;
108;20.2410317460317;389.916666666667;445;
109;19.0228492063492;359.25;409;
110;19.0535;375.05;428;
111;20.159746031746;388.95;443;
112;17.1388968253968;333.950000000001;381;
113;19.9124285714285;383.400000000001;438;
114;19.2028571428571;377.600000000001;432;
115;18.9798492063492;359.316666666667;409;
116;22.5443095238095;436.716666666667;500;
117;19.7078888888889;381.15;435;
118;19.5497222222222;378.85;433;
119;20.0017142857143;383.2;438;
