timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;2.65854761904762;2.65854761904762;2.65854761904762;48.4166666666667;48.4166666666667;48.4166666666667;26.8079365079365;26.8079365079365;26.8079365079365
2;2.75854761904762;2.75854761904762;2.75854761904762;49.4166666666667;49.4166666666667;49.4166666666667;27.8079365079365;27.8079365079365;27.8079365079365
3;5.12857936507936;5.12857936507936;5.12857936507936;85.6333333333333;85.6333333333333;85.6333333333333;85.1904761904762;85.1904761904762;85.1904761904762
4;5.47240476190476;5.47240476190476;5.47240476190476;112.05;112.05;112.05;127.066666666667;127.066666666667;127.066666666667
5;6.78381746031746;6.78381746031746;6.78381746031746;128.1;128.1;128.1;147;147;147
6;6.83312698412699;6.83312698412699;6.83312698412699;134.266666666667;134.266666666667;134.266666666667;153;153;153
7;7.83980158730159;7.83980158730159;7.83980158730159;159.1;159.1;159.1;182;182;182
8;8.51784126984127;8.51784126984127;8.51784126984127;162.683333333333;162.683333333333;162.683333333333;185;185;185
9;8.86712698412699;8.86712698412699;8.86712698412699;170.716666666667;170.716666666667;170.716666666667;195;195;195
10;8.65377777777778;8.65377777777778;8.65377777777778;168.3;168.3;168.3;192;192;192
11;8.93138888888889;8.93138888888889;8.93138888888889;170.7;170.7;170.7;194;194;194
12;8.55626984126984;8.55626984126984;8.55626984126984;160.7;160.7;160.7;183;183;183
13;8.89369841269841;8.89369841269841;8.89369841269841;175.2;175.2;175.2;200;200;200
14;11.5056190476191;11.5056190476191;11.5056190476191;222.6;222.6;222.6;254;254;254
15;11.4249047619048;11.4249047619048;11.4249047619048;220.6;220.6;220.6;252;252;252
16;11.4372063492064;11.4372063492064;11.4372063492064;221.766666666667;221.766666666667;221.766666666667;253;253;253
17;11.4795079365079;11.4795079365079;11.4795079365079;219.933333333334;219.933333333334;219.933333333334;250;250;250
18;8.69855555555555;8.69855555555555;8.69855555555555;168.2;168.2;168.2;192;192;192
19;10.7240873015873;10.7240873015873;10.7240873015873;205.75;205.75;205.75;235;235;235
20;10.0750555555556;10.0750555555556;10.0750555555556;193.716666666667;193.716666666667;193.716666666667;221;221;221
21;12.6320555555556;12.6320555555556;12.6320555555556;235.133333333334;235.133333333334;235.133333333334;269;269;269
22;12.5860714285714;12.5860714285714;12.5860714285714;242.7;242.7;242.7;276;276;276
23;15.2590317460318;15.2590317460318;15.2590317460318;284.600000000001;284.600000000001;284.600000000001;324;324;324
24;13.1671825396825;13.1671825396825;13.1671825396825;255.533333333334;255.533333333334;255.533333333334;291;291;291
25;10.6019761904762;10.6019761904762;10.6019761904762;197.666666666667;197.666666666667;197.666666666667;226;226;226
26;12.0205952380952;12.0205952380952;12.0205952380952;228.75;228.75;228.75;261;261;261
27;14.2174047619048;14.2174047619048;14.2174047619048;277.250000000001;277.250000000001;277.250000000001;317;317;317
28;14.9717380952381;14.9717380952381;14.9717380952381;276.833333333334;276.833333333334;276.833333333334;316;316;316
29;13.0719206349206;13.0719206349206;13.0719206349206;248.9;248.9;248.9;285;285;285
30;12.1556111111111;12.1556111111111;12.1556111111111;238.233333333333;238.233333333333;238.233333333333;272;272;272
31;14.6411587301587;14.6411587301587;14.6411587301587;289.966666666667;289.966666666667;289.966666666667;331;331;331
32;13.4557063492063;13.4557063492063;13.4557063492063;247.016666666667;247.016666666667;247.016666666667;282;282;282
33;13.47;13.47;13.47;264.7;264.7;264.7;303;303;303
34;13.6357063492064;13.6357063492064;13.6357063492064;255.05;255.05;255.05;290;290;290
