timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;1.11363414634146;0.998601626016259;6.68180487804878;354.425;317.5;2126.55;251.788888888889;228.375;1510.73333333333
2;1.22233875338753;1.11417073170732;7.33403252032519;390.166666666667;355.5;2341;272.150000000001;261.958333333333;1632.9
3;1.2319918699187;1.06383739837399;7.39195121951218;393;339;2358;274.358333333334;249.541666666667;1646.15
4;1.2049430894309;1.07750406504065;7.22965853658538;384.5;343.5;2307;266.586111111112;252.874999999999;1599.51666666667
5;1.18716531165312;1.07131707317073;7.1229918699187;378.833333333333;341.5;2273;262.369444444445;251.374999999999;1574.21666666667
6;1.29156097560975;1.07022764227642;6.45780487804876;411.4;344;2057;292.250000000001;264.25;1461.25
7;1.29537886178862;1.07339837398374;6.47689430894309;412.6;345;2063;294.310000000001;265;1471.55
8;1.42692276422764;1.35619512195122;5.70769105691057;454.75;430;1819;331.845833333334;333.525000000001;1327.38333333334
9;1.37838211382114;1.37838211382114;2.75676422764228;441;441;882;341.850000000001;341.850000000001;683.700000000002
10;1.38145528455284;1.38145528455284;2.76291056910569;442;442;884;342.275000000001;342.275000000001;684.550000000002
11;1.28890243902439;1.28890243902439;2.57780487804878;412;412;824;319.875000000001;319.875000000001;639.750000000001
12;1.29347154471545;1.29347154471545;2.58694308943089;413.5;413.5;827;321.000000000001;321.000000000001;642.000000000002
13;1.3599268292683;1.3599268292683;2.71985365853659;435;435;870;337.100000000001;337.100000000001;674.200000000002
14;1.67154471544715;1.67154471544715;1.67154471544715;530;530;530;413.600000000002;413.600000000002;413.600000000002
15;1.71352845528455;1.71352845528455;1.71352845528455;543;543;543;423.750000000002;423.750000000002;423.750000000002
16;1.08250406504065;1.08250406504065;1.08250406504065;344;344;344;274.600000000001;274.600000000001;274.600000000001
17;0.901626016260164;0.901626016260164;0.901626016260164;287;287;287;232.800000000001;232.800000000001;232.800000000001
18;0.829333333333336;0.829333333333336;0.829333333333336;264;264;264;214.400000000001;214.400000000001;214.400000000001
19;0.895414634146343;0.895414634146343;0.895414634146343;285;285;285;231.200000000001;231.200000000001;231.200000000001
20;0.892325203252036;0.892325203252036;0.892325203252036;284;284;284;230.400000000001;230.400000000001;230.400000000001
21;0.911252032520328;0.911252032520328;0.911252032520328;290;290;290;235.200000000001;235.200000000001;235.200000000001
22;0.88917073170732;0.88917073170732;0.88917073170732;283;283;283;229.600000000001;229.600000000001;229.600000000001
23;0.87678048780488;0.87678048780488;0.87678048780488;279;279;279;226.400000000001;226.400000000001;226.400000000001
