timestamp;utility
1;355
2;345
3;270
4;495
5;545
6;490
7;505
8;555
9;425
10;590
11;850
12;970
13;990
14;655
15;1005
16;1055
17;1010
18;870
19;795
20;1025
21;1015
22;810
23;410
24;555
25;755
26;1300
27;1270
28;905
29;950
30;1440
31;1360
32;1115
33;1245
34;1340
35;1315
36;1375
37;1350
38;1250
39;1225
40;1415
41;1465
42;1465
43;1235
44;1285
45;1655
46;1455
47;1470
48;1385
49;1375
50;1595
51;1575
52;1225
53;1545
54;1415
55;1515
56;1695
57;1680
58;1740
59;1560
60;1380
61;2335
62;1875
63;1790
64;1915
65;1965
66;1650
67;1285
68;1655
69;1430
70;1230
71;1885
72;1865
73;2010
74;1220
75;1890
76;1805
77;1470
78;1765
79;1790
80;1515
81;2260
82;1845
83;1860
84;1760
85;1285
86;1580
87;2250
88;1970
89;1750
90;1655
91;2150
92;1835
93;1635
94;2095
95;2065
96;1865
97;1815
98;1515
99;2015
100;2060
101;1955
102;1990
103;1845
104;1980
105;1660
106;1500
107;2420
108;1960
109;1605
110;1755
111;1800
112;2090
113;1475
114;2100
115;1745
116;1690
117;2215
118;1965
119;1655
120;1510
121;1590
122;1415
123;1735
124;1755
125;960
126;1680
127;1480
