timestamp;utility
1;330
2;295
3;350
4;370
5;390
6;445
7;830
8;790
9;455
10;790
11;795
12;835
13;955
14;865
15;990
16;940
17;990
18;1250
19;955
20;855
21;1385
22;1265
23;980
24;440
25;715
26;1345
27;1335
28;1230
29;1545
30;1135
31;1350
32;1075
33;1475
34;1165
35;1325
36;605
37;725
38;980
39;740
40;1055
41;780
42;1015
43;910
44;1195
45;835
46;1015
47;1065
48;770
49;1125
50;845
51;950
52;1010
53;1010
54;865
55;1150
56;650
57;980
58;1085
59;1195
60;935
61;980
62;1135
63;780
64;1345
65;1240
66;1170
67;1130
68;980
69;1400
70;1445
71;1215
72;1135
73;1120
74;1175
75;805
76;1140
77;1455
78;1110
79;1250
80;1680
