timestamp;utility
1;175
2;130
3;225
4;415
5;670
6;790
7;840
8;850
9;950
10;1115
11;1205
12;1010
13;880
14;1260
15;1155
16;1195
17;1365
18;1280
19;1170
20;1335
21;1400
22;1285
23;1200
24;600
25;1365
26;1855
27;1395
28;1260
29;1585
30;1675
31;1450
32;1480
33;1495
34;1435
35;1485
36;1795
37;1830
38;1335
39;1460
40;1240
41;1515
42;1705
43;1575
44;1345
45;1745
46;1835
47;1430
48;2015
49;1410
50;1160
51;1780
52;2490
53;1570
54;1570
55;1920
56;1095
57;1675
58;1350
59;2180
60;2020
61;1545
62;2010
63;1845
64;1860
65;2110
66;2080
67;960
68;1785
69;1490
70;1910
71;1750
72;2160
73;1955
74;1780
75;2030
76;1740
77;1735
78;1595
79;1730
80;1835
81;1710
82;1940
83;1255
84;2315
85;2145
86;2060
87;1730
88;1665
89;2100
90;1890
91;2080
92;1395
93;1645
94;2275
95;2155
96;1380
97;1640
98;2300
99;1530
100;1730
101;1815
102;1930
103;1540
104;1220
105;1375
106;1190
107;1255
108;1255
