timestamp;utility
1;385
2;520
3;450
4;440
5;495
6;645
7;705
8;775
9;730
10;760
11;730
12;790
13;805
14;770
15;835
16;855
17;840
18;865
19;595
20;580
21;730
22;930
23;775
24;700
25;450
26;680
27;805
28;995
29;730
30;855
31;810
32;970
33;1410
34;1640
35;1795
36;1890
37;2265
38;1700
39;1650
40;1690
41;1970
42;1780
43;1940
44;2015
45;1925
46;2180
47;2450
48;1685
49;1880
50;2400
51;3150
52;2355
53;2640
54;2065
55;2935
56;3355
57;1565
58;2290
59;2985
60;2915
61;2725
62;3420
63;2115
64;2900
65;2740
66;2810
67;3525
68;1780
69;3320
70;2785
71;2845
72;3580
73;2335
74;2960
75;2990
76;3030
77;3335
78;1855
79;3015
80;2795
81;2425
82;3055
83;2800
84;3030
85;2030
86;2080
87;2195
88;2320
89;2100
90;2570
91;3085
92;2845
93;2095
94;2270
95;1925
96;2360
97;1770
98;1790
99;2350
100;1950
101;2020
102;2735
103;2185
104;335
105;4540
