timestamp;utility
1;325
2;360
3;305
4;510
5;595
6;650
7;705
8;760
9;955
10;970
11;940
12;1105
13;1180
14;900
15;965
16;1015
17;1085
18;1010
19;1120
20;1135
21;1160
22;1140
23;640
24;670
25;795
26;855
27;1615
28;1455
29;1370
30;1410
31;1435
32;1300
33;1310
34;1705
35;1295
36;1295
37;1560
38;1470
39;1500
40;1775
41;1360
42;1785
43;1370
44;1230
45;1755
46;1230
47;1770
48;1240
49;1795
50;1250
51;1215
52;2120
53;1750
54;1685
55;1400
56;1535
57;1890
58;1835
59;1605
60;1820
61;1980
62;2590
63;2025
64;1690
65;2030
66;1935
67;2040
68;2360
69;2235
70;2060
71;2765
72;2145
73;2550
74;2190
75;1700
76;2400
77;2775
78;2510
79;2130
80;2185
81;2795
82;2595
83;2500
84;2015
85;2385
86;2305
87;2655
88;2415
89;2455
90;2495
91;2460
92;2730
93;2245
94;2610
95;2195
96;2065
97;2630
98;2585
99;1945
100;2325
101;2700
102;2625
103;2345
104;2725
105;1965
106;2500
107;2640
108;2435
109;1970
110;3120
111;2255
112;2285
113;2220
114;2105
115;2625
116;2705
117;2105
118;2290
119;1930
120;2685
121;2775
122;2595
123;2665
124;1870
125;2705
126;1645
127;3580
128;2140
129;2750
130;2220
131;3015
132;2395
133;2670
134;2900
135;2855
136;2010
137;2690
138;2390
139;2675
140;3475
141;2075
142;3145
143;2685
144;2435
145;3400
146;3220
147;2605
148;2465
149;3230
150;1645
151;2610
152;2295
153;3210
154;3205
155;2110
156;2555
157;2410
158;2325
159;2125
160;2160
161;2820
162;2690
163;2350
164;2565
165;2295
166;1600
