timestamp;utility
1;70
2;45
3;35
4;95
5;80
6;30
7;50
8;70
9;45
10;75
11;90
12;65
13;55
14;120
15;60
16;45
17;90
18;60
19;60
20;70
21;60
22;65
23;115
24;50
25;60
26;105
27;55
28;90
29;110
30;60
31;75
32;90
33;70
34;95
35;85
36;100
37;65
38;90
39;100
40;85
41;90
42;90
43;75
44;85
45;70
46;105
47;75
48;105
49;55
50;90
51;95
52;70
53;110
54;80
55;95
56;65
57;65
58;90
59;75
60;110
61;75
62;80
63;115
64;70
65;100
66;75
67;70
68;90
69;75
70;105
71;70
72;80
73;85
74;60
75;95
76;85
77;90
78;85
79;80
80;65
81;100
82;75
83;90
84;90
85;115
86;80
87;65
88;110
89;65
90;110
91;85
92;55
93;110
94;45
95;100
96;75
97;80
98;95
99;75
100;115
101;90
102;80
103;95
104;100
105;110
106;100
107;100
108;70
109;105
110;90
111;110
112;70
113;85
114;120
115;75
116;115
117;70
118;125
119;90
120;120
121;70
122;70
123;105
124;85
125;105
126;90
127;110
128;95
129;110
130;90
131;120
132;60
133;130
134;85
135;60
136;115
137;95
138;100
139;80
140;110
141;100
142;65
143;120
144;65
145;90
146;80
147;75
148;120
149;85
150;80
151;95
152;105
153;75
154;95
155;120
156;85
157;95
158;80
159;115
160;85
161;120
162;90
163;115
164;75
165;75
166;105
167;105
168;110
169;80
170;120
171;90
172;115
173;85
174;95
175;65
176;120
177;90
178;100
179;100
180;120
181;90
182;85
183;125
184;100
185;100
186;85
187;110
188;95
189;135
190;70
191;125
192;135
193;80
194;120
195;90
196;105
197;85
198;95
199;115
200;95
201;120
202;90
203;120
204;90
205;120
206;75
207;115
208;80
209;105
210;85
211;115
212;65
213;65
214;110
215;60
216;75
217;120
218;75
219;95
220;80
221;120
222;70
223;130
224;95
225;50
226;120
227;90
228;100
229;100
230;90
231;80
232;110
233;90
234;75
235;95
236;90
237;90
238;85
239;85
240;80
241;95
242;95
243;90
244;60
245;85
246;75
247;75
248;95
249;65
250;95
251;60
252;75
253;95
254;70
255;60
256;95
257;70
258;100
259;60
260;70
261;90
262;75
263;65
264;100
265;40
266;105
267;65
268;75
269;85
270;60
271;80
272;90
273;65
274;60
275;100
276;65
277;65
278;90
279;80
280;85
281;85
282;60
283;95
284;65
285;70
286;105
287;45
288;70
289;105
290;60
291;65
292;110
293;50
294;115
295;45
296;80
297;85
298;75
299;75
300;100
301;115
302;100
303;80
304;130
305;90
306;105
307;105
308;115
309;100
310;170
311;75
