timestamp;utility
1;35
2;10
3;40
4;45
5;40
6;35
7;55
8;55
9;85
10;80
11;40
12;75
13;80
14;80
15;50
16;45
17;65
18;65
19;60
20;65
21;50
22;80
23;75
24;85
25;70
26;60
27;80
28;90
29;125
30;65
31;85
32;90
33;85
34;85
35;105
36;55
37;110
38;110
39;85
40;80
41;75
42;85
43;100
44;90
45;100
46;60
47;80
48;120
49;80
50;80
51;100
52;60
53;105
54;95
55;85
56;105
57;70
58;95
59;95
60;95
61;80
62;85
63;95
64;65
65;90
66;95
67;90
68;80
69;90
70;80
71;85
72;120
73;80
74;100
75;65
76;95
77;90
78;55
79;115
80;80
81;90
82;95
83;85
84;85
85;80
86;85
87;85
88;65
89;80
90;85
91;80
92;105
93;80
94;70
95;95
96;85
97;80
98;60
99;110
100;90
101;105
102;85
103;75
104;105
105;70
106;75
107;80
108;85
109;90
110;90
111;85
112;75
113;105
114;80
115;60
116;95
117;85
118;105
119;85
120;90
121;70
122;120
123;90
124;85
125;75
126;65
127;80
128;65
129;105
130;90
131;85
132;110
133;100
134;90
135;110
136;70
137;100
138;70
139;80
140;85
141;80
142;90
143;85
144;95
145;60
146;95
147;65
148;85
149;75
150;95
151;90
152;115
153;85
154;100
155;90
156;85
157;95
158;105
159;80
160;100
161;95
162;95
163;85
164;100
165;85
166;95
167;100
168;70
169;85
170;105
171;85
172;100
173;80
174;100
175;70
176;105
177;75
178;85
179;115
180;90
181;105
182;80
183;115
184;100
185;80
186;90
187;110
188;85
189;95
190;90
191;100
192;85
193;75
194;85
195;85
196;70
197;85
198;70
199;60
200;80
201;65
202;90
203;55
204;70
205;75
206;90
207;55
208;70
209;80
210;90
211;60
212;75
213;80
214;70
215;80
216;55
217;80
218;85
219;60
220;95
221;70
222;65
223;85
224;60
225;90
226;50
227;80
228;75
229;70
230;70
231;85
232;60
233;85
234;75
235;80
236;75
237;85
238;70
239;60
240;90
241;80
242;60
243;55
244;80
245;90
246;55
247;60
248;95
249;65
250;80
251;70
252;65
253;80
254;85
255;85
256;80
257;55
258;85
259;80
260;75
261;95
262;85
263;85
264;95
265;60
266;85
267;75
268;85
269;95
270;80
271;105
272;90
273;95
274;65
275;95
276;95
277;90
278;75
279;90
280;95
281;85
282;70
283;85
284;100
285;95
286;100
287;80
288;90
289;90
290;90
291;80
292;105
293;85
294;90
295;90
296;85
297;95
298;90
299;90
300;90
301;100
302;90
303;90
304;100
305;100
306;85
307;100
308;95
309;85
310;100
311;85
312;65
313;65
314;75
315;50
316;80
317;55
318;125
319;55
320;80
321;45
322;115
323;85
324;175
325;155
