timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;2.16322857142857;1.67496428571429;21.6322857142857;541.3;419;5413;380.141428571429;292.986904761906;3801.41428571429
2;2.55831666666667;2.66515476190477;25.5831666666667;633.8;660.5;6338;476.511190476192;488.783333333335;4765.11190476192
3;2.3686619047619;2.72615476190477;23.686619047619;582.3;689.5;5823;431.40642857143;503.583333333337;4314.0642857143
4;2.47887142857143;2.74059523809524;24.7887142857143;607.7;670.5;6077;448.923809523811;492.333333333335;4489.23809523811
5;2.30508571428571;2.57195238095239;23.0508571428571;566.2;645.5;5662;418.961904761906;475.833333333336;4189.61904761906
6;2.22983333333333;2.50290476190476;22.2983333333333;548;607.5;5480;405.759761904763;461.791666666669;4057.59761904763
7;2.44910952380952;2.6832619047619;24.4910952380952;601.4;664;6014;445.08642857143;487.250000000004;4450.8642857143
8;2.28680952380952;2.56638095238095;22.8680952380952;561.7;636;5617;416.24642857143;464.933333333336;4162.4642857143
9;2.3084880952381;2.55229761904762;23.084880952381;567.2;642.5;5672;420.837380952382;472.216666666669;4208.37380952382
10;2.41425;2.68704761904761;24.1425;593.4;671;5934;438.589761904763;503.350000000004;4385.89761904763
11;2.23407142857142;2.50327380952381;22.3407142857142;548.9;625;5489;406.843333333335;459.375000000003;4068.43333333335
12;2.40249523809524;2.73810714285713;24.0249523809524;590.4;663.5;5904;437.131666666668;485.958333333335;4371.31666666668
13;2.30079761904762;2.40103571428571;23.0079761904762;564.4;578;5644;418.792857142858;424.541666666668;4187.92857142858
14;2.2537;2.48857142857142;22.537;554.1;625.5;5541;411.240714285716;458.200000000003;4112.40714285716
15;2.34157380952381;2.61834523809523;23.4157380952381;574.5;641;5745;425.088333333335;474.583333333335;4250.88333333335
16;2.27526904761905;2.43863095238096;22.7526904761905;558.8;597;5588;414.94023809524;438.516666666669;4149.4023809524
17;2.30314047619048;2.6335119047619;23.0314047619048;565.8;646;5658;418.750000000001;473.500000000001;4187.50000000001
18;2.43240238095238;2.70477380952381;24.3240238095238;598.6;668.5;5986;442.432142857144;500.941666666669;4424.32142857143
19;2.37055714285714;2.58757142857143;23.7055714285714;583.4;624;5834;431.612142857144;457.458333333335;4316.12142857144
20;2.32127857142857;2.42891666666667;23.2127857142857;570;600;5700;421.314285714287;460.554761904764;4213.14285714287
21;2.26357619047619;2.37335714285715;22.6357619047619;556.6;597;5566;412.985476190477;439.758333333335;4129.85476190477
22;2.52303703703704;2.79561904761905;22.7073333333333;619.444444444444;694;5575;459.63650793651;505.583333333336;4136.72857142859
23;2.59382440476191;2.5889880952381;20.7505952380953;638.875;657;5111;472.75386904762;492.682142857145;3782.03095238096
24;2.81048412698413;2.81264285714286;8.43145238095239;699.333333333333;688;2098;525.983333333336;537.549999999999;1577.95000000001
25;2.77357142857143;2.62566666666667;8.32071428571429;690.666666666667;642;2072;517.902380952383;491.140476190477;1553.70714285715
26;2.53795238095238;2.53795238095238;5.07590476190476;627;627;1254;482.070238095239;482.070238095239;964.140476190478
27;2.93021428571428;2.93021428571428;5.86042857142856;721.5;721.5;1443;552.45;552.45;1104.9
28;2.85469047619048;2.85469047619048;5.70938095238096;703.5;703.5;1407;541.133333333335;541.133333333335;1082.26666666667
29;2.93339285714286;2.93339285714286;5.86678571428572;724;724;1448;559.517857142858;559.517857142858;1119.03571428572
30;2.37871428571429;2.37871428571429;4.75742857142858;588;588;1176;456.765476190478;456.765476190478;913.530952380955
31;4.03188095238095;4.03188095238095;4.03188095238095;983;983;983;723.93333333333;723.93333333333;723.93333333333
