timestamp;utility;agent_index;meeting_index 
1;31.4709285714286;253;185.792857142857;
2;12.9250476190476;101;87.3999999999999;
3;10.0420476190476;70;62.6;
4;11.5300476190476;86;75.4;
5;9.48404761904762;64;57.8;
6;8.18204761904762;50;46.6;
7;9.11204761904762;60;54.6;
8;11.5300476190476;86;75.4;
9;12.5510476190476;93;78;
10;19.7940476190476;149;106.3;
11;37.6755476190476;282;225.200000000001;
12;8.41354761904762;46;42.4;
13;8.41354761904762;46;42.4;
14;8.41354761904762;46;42.4;
15;8.41354761904762;46;42.4;
16;8.41354761904762;46;42.4;
17;8.41354761904762;46;42.4;
18;8.41354761904762;46;42.4;
19;8.41354761904762;46;42.4;
20;8.41354761904762;46;42.4;
21;8.41354761904762;46;42.4;
22;184.281178571429;1283;950.130952380951;
23;199.50792857143;1141;904.85238095238;
24;181.623238095238;1129;902.399999999989;
25;248.243047619049;1411;1114.29047619047;
26;110.606333333333;633;510.352380952381;
27;31.3824047619047;173;153.061904761905;
28;88.8436904761907;542;442.109523809523;
29;60.7297857142859;342;284.004761904762;
30;54.3168333333335;297;248.395238095238;
31;85.0482619047621;479;390.238095238095;
32;102.558333333333;565;455.904761904761;
33;248.627285714287;850;624.895238095237;
