timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;57.4983353174604;41.2930555555556;574.983353174604;391;305.5;3910;273.084563492064;210.821428571428;2730.84563492064
2;85.500726984127;77.5979702380951;855.00726984127;621.4;488.5;6214;473.312738095236;389.375000000002;4733.12738095236
3;96.1778357142855;32.5647261904761;480.889178571427;807.6;165;4038;639.049761904762;127.095238095238;3195.24880952381
4;83.3425817460309;29.6152023809523;416.712908730155;645.6;151;3228;514.308571428572;116.619047619048;2571.54285714286
5;69.3325049603166;17.4805773809524;277.330019841266;453;97;1812;359.122619047619;79.257142857143;1436.49047619048
6;88.2708204365067;17.3514821428571;353.083281746027;571.75;95;2287;448.382142857145;77.752380952381;1793.52857142858
7;99.2771121031742;16.4376726190476;397.108448412697;682.5;92;2730;536.411904761917;75.5619047619048;2145.64761904767
8;89.2675763888879;25.3227440476191;357.070305555552;589;129;2356;462.445238095242;102.057142857143;1849.78095238097
9;69.2566775793652;34.7907440476191;277.026710317461;426.5;163;1706;335.229166666667;124.357142857143;1340.91666666667
10;59.1313442460314;22.987244047619;236.525376984126;392.75;147;1571;308.595833333333;109.840476190476;1234.38333333333
11;65.5907251984126;20.4652559523809;262.362900793651;450.25;150;1801;356.856547619046;120.528571428572;1427.42619047618
12;48.4793918650794;8.71425595238096;193.917567460318;305.25;62;1221;243.406547619048;53.1285714285714;973.626190476193
13;46.5748918650794;5.64225595238096;186.299567460318;214;30;856;164.585714285715;27.5285714285714;658.342857142859
14;43.7703085317461;5.64225595238096;175.081234126985;202;30;808;156.585714285714;27.5285714285714;626.342857142858
15;88.3951240079367;85.4299682539683;353.580496031747;531.75;391.5;2127;404.477678571427;302.342857142857;1617.91071428571
16;79.2803501984124;36.1899682539683;317.12140079365;539;186;2156;438.775297619044;165.342857142857;1755.10119047618
17;78.54102579365;25.3316349206349;314.1641031746;547.5;145;2190;447.39404761905;138.009523809524;1789.5761904762
18;60.4779573412695;25.3316349206349;241.911829365078;498.75;145;1995;417.394047619043;138.009523809524;1669.57619047617
19;17.8447447089947;8.41354761904762;53.5342341269841;101.333333333333;46;304;96.225396825397;42.4;288.676190476191
20;17.8447447089947;8.41354761904762;53.5342341269841;101.333333333333;46;304;96.225396825397;42.4;288.676190476191
21;17.8447447089947;8.41354761904762;53.5342341269841;101.333333333333;46;304;96.225396825397;42.4;288.676190476191
22;76.4672883597885;42.2497222222222;229.401865079365;513.666666666667;244;1541;398.802380952381;233.619047619048;1196.40714285714
23;81.5428716931222;42.2497222222222;244.628615079366;466.333333333333;244;1399;383.709523809524;233.619047619048;1151.12857142857
24;75.5813082010582;42.2497222222222;226.743924603174;462.333333333333;244;1387;382.89206349206;233.619047619048;1148.67619047618
25;103.707435185186;60.0082936507936;311.122305555557;611;408;1833;496.585714285712;362.809523809524;1489.75714285714
26;79.6776058201057;78.4654365079365;239.032817460317;516.333333333333;576;1549;418.110317460317;495.488095238095;1254.33095238095
27;55.6679682539682;55.6679682539682;111.335936507936;379.5;379.5;759;327.602380952381;327.602380952381;655.204761904762
28;85.5633730158732;85.5633730158732;171.126746031746;572;572;1144;478.221428571428;478.221428571428;956.442857142856
29;64.0859444444446;64.0859444444446;128.171888888889;408;408;816;349.15119047619;349.15119047619;698.302380952381
30;56.5528015873016;56.5528015873016;113.105603174603;344.5;344.5;689;298.882142857143;298.882142857143;597.764285714286
31;106.666134920635;106.666134920635;213.332269841269;752.5;752.5;1505;619.095238095235;619.095238095235;1238.19047619047
32;104.122003968254;104.122003968254;208.244007936508;696;696;1392;574.220238095237;574.220238095237;1148.44047619047
33;248.627285714287;248.627285714287;248.627285714287;850;850;850;624.895238095237;624.895238095237;624.895238095237
