timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.161912037037037;0.0930208333333333;0.48573611111111;123.266666666667;69;369.8;91.6111111111111;51.3333333333333;274.833333333333
2;0.323055555555554;0.323055555555554;0.323055555555554;249;249;249;189.25;189.25;189.25
3;0.323055555555554;0.323055555555554;0.323055555555554;249;249;249;189.25;189.25;189.25
4;0.352597222222221;0.352597222222221;0.352597222222221;272;272;272;206.5;206.5;206.5
5;0.423048611111109;0.423048611111109;0.423048611111109;326;326;326;247;247;247
6;0.450263888888887;0.450263888888887;0.450263888888887;347;347;347;262.75;262.75;262.75
7;0.433805555555553;0.433805555555553;0.433805555555553;334;334;334;253;253;253
8;0.412673611111109;0.412673611111109;0.412673611111109;318;318;318;241;241;241
9;0.394631944444443;0.394631944444443;0.394631944444443;304;304;304;230.5;230.5;230.5
10;0.438993055555553;0.438993055555553;0.438993055555553;338;338;338;256;256;256
11;0.419138888888887;0.419138888888887;0.419138888888887;323;323;323;244.75;244.75;244.75
12;0.425888888888887;0.425888888888887;0.425888888888887;329;329;329;249.25;249.25;249.25
13;0.438458333333331;0.438458333333331;0.438458333333331;338;338;338;256;256;256
14;0.42522222222222;0.42522222222222;0.42522222222222;328;328;328;248.5;248.5;248.5
15;0.433194444444442;0.433194444444442;0.433194444444442;334;334;334;253;253;253
16;0.409145833333331;0.409145833333331;0.409145833333331;315;315;315;238.75;238.75;238.75
17;0.423791666666665;0.423791666666665;0.423791666666665;327;327;327;247.75;247.75;247.75
