timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.95406640625;0.9908125;7.63253125;157.28125;162.25;1258.25;110.61755952381;111.113095238095;884.940476190477
2;1.29040625;1.29040625;2.5808125;219;219;438;168.784523809524;168.784523809524;337.569047619048
3;0.9428125;0.9428125;1.885625;161;161;322;118.833333333333;118.833333333333;237.666666666667
4;0.971546875;0.971546875;1.94309375;166;166;332;122.25;122.25;244.5
5;0.992625;0.992625;1.98525;169.5;169.5;339;124.125;124.125;248.25
6;1.000453125;1.000453125;2.00090625;171;171;342;125.916666666667;125.916666666667;251.833333333333
7;0.9585625;0.9585625;1.917125;163.5;163.5;327;119.583333333333;119.583333333333;239.166666666667
8;0.905609375;0.905609375;1.81121875;154.5;154.5;309;115.041666666667;115.041666666667;230.083333333333
9;0.924484375000001;0.924484375000001;1.84896875;157.5;157.5;315;116.083333333333;116.083333333333;232.166666666667
10;0.9401875;0.9401875;1.880375;160.5;160.5;321;119;119;238
11;0.9671875;0.9671875;1.934375;165;165;330;121.75;121.75;243.5
12;0.9495;0.9495;1.899;162;162;324;120.208333333333;120.208333333333;240.416666666667
13;0.954828125;0.954828125;1.90965625;163;163;326;120.958333333333;120.958333333333;241.916666666667
14;0.928828125;0.928828125;1.85765625;158.5;158.5;317;119.125;119.125;238.25
15;0.974156250000001;0.974156250000001;1.9483125;166.5;166.5;333;122;122;244
16;0.946125;0.946125;1.89225;161.5;161.5;323;119.666666666667;119.666666666667;239.333333333333
17;0.989796875;0.989796875;1.97959375;169;169;338;124.041666666667;124.041666666667;248.083333333333
18;0.948390625;0.948390625;1.89678125;162;162;324;119.166666666667;119.166666666667;238.333333333333
19;0.950296875;0.950296875;1.90059375;162;162;324;119.708333333333;119.708333333333;239.416666666667
20;0.982890625;0.982890625;1.96578125;168;168;336;123.125;123.125;246.25
21;0.958671875;0.958671875;1.91734375;163.5;163.5;327;120.666666666667;120.666666666667;241.333333333333
22;1.04175;1.04175;2.0835;178;178;356;129.25;129.25;258.5
23;1.09284375;1.09284375;2.1856875;187;187;374;135;135;270
24;1.074140625;1.074140625;2.14828125;184;184;368;133.166666666667;133.166666666667;266.333333333333
25;1.0814375;1.0814375;2.162875;185;185;370;134.666666666667;134.666666666667;269.333333333333
26;1.067;1.067;2.134;182.5;182.5;365;131.333333333333;131.333333333333;262.666666666667
27;1.070171875;1.070171875;2.14034375;183;183;366;133.5;133.5;267
28;1.04909375;1.04909375;2.0981875;179.5;179.5;359;130.458333333333;130.458333333333;260.916666666667
29;0.89309375;0.89309375;0.89309375;150;150;150;117;117;117
30;0.84015625;0.84015625;0.84015625;141;141;141;112.333333333333;112.333333333333;112.333333333333
31;0.87728125;0.87728125;0.87728125;147;147;147;116.166666666667;116.166666666667;116.166666666667
32;0.79753125;0.79753125;0.79753125;134;134;134;107.5;107.5;107.5
33;0.77415625;0.77415625;0.77415625;130;130;130;104.666666666667;104.666666666667;104.666666666667
34;0.79953125;0.79953125;0.79953125;134;134;134;106.833333333333;106.833333333333;106.833333333333
35;0.881125;0.881125;0.881125;148;148;148;116;116;116
36;0.883531250000001;0.883531250000001;0.883531250000001;148;148;148;116;116;116
37;0.80303125;0.80303125;0.80303125;135;135;135;109.5;109.5;109.5
38;0.906156250000001;0.906156250000001;0.906156250000001;152;152;152;117.666666666667;117.666666666667;117.666666666667
39;0.882781250000001;0.882781250000001;0.882781250000001;148;148;148;116.166666666667;116.166666666667;116.166666666667
40;0.911656250000001;0.911656250000001;0.911656250000001;153;153;153;119;119;119
41;0.87453125;0.87453125;0.87453125;147;147;147;115.666666666667;115.666666666667;115.666666666667
42;0.80578125;0.80578125;0.80578125;135;135;135;107.666666666667;107.666666666667;107.666666666667
43;0.84015625;0.84015625;0.84015625;141;141;141;111.666666666667;111.666666666667;111.666666666667
44;0.86903125;0.86903125;0.86903125;146;146;146;116.5;116.5;116.5
45;0.76865625;0.76865625;0.76865625;129;129;129;103.333333333333;103.333333333333;103.333333333333
46;0.73978125;0.73978125;0.73978125;124;124;124;100.333333333333;100.333333333333;100.333333333333
47;0.76240625;0.76240625;0.76240625;128;128;128;102;102;102
48;0.73853125;0.73853125;0.73853125;124;124;124;102.666666666667;102.666666666667;102.666666666667
49;0.76865625;0.76865625;0.76865625;129;129;129;103.833333333333;103.833333333333;103.833333333333
50;0.80578125;0.80578125;0.80578125;135;135;135;108;108;108
51;0.76865625;0.76865625;0.76865625;129;129;129;103.833333333333;103.833333333333;103.833333333333
52;0.79834375;0.79834375;0.79834375;134;134;134;107.333333333333;107.333333333333;107.333333333333
53;0.82296875;0.82296875;0.82296875;138;138;138;108.166666666667;108.166666666667;108.166666666667
54;0.846;0.846;0.846;142;142;142;111.5;111.5;111.5
55;0.7916875;0.7916875;0.7916875;133;133;133;107;107;107
56;0.80503125;0.80503125;0.80503125;135;135;135;107.166666666667;107.166666666667;107.166666666667
57;0.76884375;0.76884375;0.76884375;129;129;129;104.666666666667;104.666666666667;104.666666666667
58;0.80921875;0.80921875;0.80921875;136;136;136;108.666666666667;108.666666666667;108.666666666667
59;0.81128125;0.81128125;0.81128125;136;136;136;108.166666666667;108.166666666667;108.166666666667
60;0.87453125;0.87453125;0.87453125;147;147;147;115.5;115.5;115.5
61;0.86515625;0.86515625;0.86515625;145;145;145;114.833333333333;114.833333333333;114.833333333333
62;0.88665625;0.88665625;0.88665625;149;149;149;117.166666666667;117.166666666667;117.166666666667
63;0.86478125;0.86478125;0.86478125;145;145;145;114.833333333333;114.833333333333;114.833333333333
64;0.89953125;0.89953125;0.89953125;151;151;151;116.333333333333;116.333333333333;116.333333333333
65;0.86478125;0.86478125;0.86478125;145;145;145;114.333333333333;114.333333333333;114.333333333333
66;0.874531249999999;0.874531249999999;0.874531249999999;147;147;147;114.833333333333;114.833333333333;114.833333333333
67;0.83465625;0.83465625;0.83465625;140;140;140;111.833333333333;111.833333333333;111.833333333333
68;0.845656249999999;0.845656249999999;0.845656249999999;142;142;142;111;111;111
69;0.877281249999999;0.877281249999999;0.877281249999999;147;147;147;115.333333333333;115.333333333333;115.333333333333
70;0.840156249999999;0.840156249999999;0.840156249999999;141;141;141;111.833333333333;111.833333333333;111.833333333333
