timestamp;utility;agent_index;meeting_index 
1;1.30834375;218;163.2;
2;1.0060625;174;124.5;
3;1.04546875;181;126;
4;1.09125;189;132;
5;1.09153125;189;130.75;
6;1.120125;194;134.5;
7;1.0400625;180;123.5;
8;0.931062500000001;161;114.25;
9;0.971687500000001;168;117;
10;1.00584375;174;122.5;
11;1.0284375;178;125;
12;1.02246875;177;124.25;
13;1.028875;178;123.75;
14;1.045625;181;127.75;
15;1.07378125;186;128.5;
16;1.03978125;180;126.5;
17;1.09125;189;131.25;
18;1.045625;181;125;
19;1.0233125;177;124.25;
20;1.09125;189;131.25;
21;1.01703125;176;123;
22;1.1880625;206;140.5;
23;1.27403125;221;151;
24;1.27375;221;150;
25;1.2514375;217;150;
26;1.22234375;212;144.5;
27;1.24003125;215;149.5;
28;1.228125;213;145.25;
