timestamp;agent;utility
1418301698;v8m3;5.0
1418301698;v20m5;5.0
1418301698;v9m1;10.0
1418301698;v11m5;5.0
1418301698;v11m4;5.0
1418301698;v9m3;10.0
1418301698;v8m5;5.0
1418301698;v2m2;5.0
1418301698;v9m5;5.0
1418301698;v12m4;5.0
1418301698;v12m3;0.0
1418301698;v3m5;10.0
1418301698;v13m3;10.0
1418301698;v13m1;10.0
1418301698;v12m5;10.0
1418301698;v19m5;5.0
1418301698;v15m4;5.0
1418301698;v10m2;5.0
1418301698;v13m4;5.0
1418301698;v15m5;5.0
1418301698;v4m4;5.0
1418301698;v2m5;10.0
1418301698;v1m1;10.0
1418301698;v17m2;10.0
1418301698;v3m2;5.0
1418301698;v6m2;5.0
1418301698;v14m3;10.0
1418301698;v18m1;5.0
1418301698;v16m4;10.0
1418301698;v10m3;0.0
1418301698;v3m4;5.0
1418301698;v17m5;10.0
1418301698;v6m1;0.0
1418301698;v7m5;5.0
1418301698;v4m1;10.0
1418301698;v11m2;5.0
1418301698;v1m5;10.0
1418301698;v17m3;5.0
1418301698;v7m1;5.0
1418301698;v3m3;5.0
1418301698;v15m2;5.0
1418301698;v16m1;5.0
1418301698;v17m4;5.0
1418301698;v5m1;0.0
1418301698;v7m3;5.0
