timestamp;agent;utility
1417527325847;v2;15.0
1417527325847;v1;0.0
1417527325847;v4;0.0
1417527325847;v3;30.0
1417527325847;v5;5.0
1417527325847;v6;85.0
1417527325847;v8;90.0
1417527325847;v7;35.0
1417527325847;v9;15.0
1417527325847;v10;0.0
1417527325847;v13;95.0
1417527325847;v11;65.0
1417527325847;v12;0.0
1417527325847;v14;25.0
1417527325847;v15;15.0
1417527325847;v17;85.0
1417527325847;v16;25.0
1417527325847;v18;40.0
1417527325847;v19;25.0
1417527325847;v20;30.0
1417527325847;v23;0.0
1417527325847;v21;20.0
1417527325847;v22;35.0
1417527325847;v24;100.0
1417527325847;v25;25.0
1417527325847;v27;0.0
1417527325847;v26;0.0
1417527325847;v28;55.0
1417527325847;v29;65.0
1417527325847;v30;10.0
1417527325847;v33;25.0
1417527325847;v31;70.0
1417527325847;v34;85.0
1417527325847;v32;100.0
1417527325847;v37;0.0
1417527325847;v35;0.0
1417527325847;v38;35.0
1417527325847;v36;0.0
1417527325847;v40;0.0
1417527325847;v39;30.0
1417527325847;v43;10.0
1417527325847;v41;0.0
1417527325847;v44;0.0
1417527325847;v42;0.0
1417527325847;v47;0.0
1417527325847;v45;70.0
1417527325847;v48;0.0
1417527325847;v50;15.0
1417527325847;v46;75.0
1417527325847;v49;80.0
1417527325847;v2;15.0
1417527325847;v1;0.0
1417527325847;v4;0.0
1417527325847;v3;30.0
1417527325847;v5;5.0
1417527325847;v6;85.0
1417527325847;v8;90.0
1417527325847;v7;35.0
1417527325847;v9;15.0
1417527325847;v10;0.0
1417527325847;v13;95.0
1417527325847;v11;65.0
1417527325847;v12;0.0
1417527325847;v14;25.0
1417527325847;v17;85.0
1417527325847;v15;15.0
1417527325847;v16;25.0
1417527325847;v18;40.0
1417527325847;v20;30.0
1417527325847;v19;25.0
1417527325847;v23;0.0
1417527325847;v21;20.0
1417527325847;v24;100.0
1417527325847;v22;35.0
1417527325847;v25;25.0
1417527325847;v27;0.0
1417527325847;v26;0.0
1417527325847;v28;55.0
1417527325847;v29;65.0
1417527325847;v30;10.0
1417527325847;v33;25.0
1417527325847;v31;70.0
1417527325847;v32;100.0
1417527325847;v34;85.0
1417527325847;v37;0.0
1417527325847;v35;0.0
1417527325847;v36;0.0
1417527325847;v38;35.0
1417527325847;v40;0.0
1417527325847;v39;30.0
1417527325847;v43;10.0
1417527325847;v41;0.0
1417527325847;v44;0.0
1417527325847;v42;0.0
1417527325847;v47;0.0
1417527325847;v5;10.0
1417527325847;v2;10.0
1417527325847;v4;5.0
1417527325847;v3;10.0
1417527325847;v1;0.0
1417527325847;v4;5.0
1417527325847;v3;10.0
1417527325847;v2;10.0
1417527325847;v1;0.0
1417527325847;v5;10.0
1417527325847;v4;5.0
1417527325847;v2;10.0
1417527325847;v3;10.0
1417527325847;v1;0.0
1417527325847;v5;10.0
1417527325847;v2;10.0
1417527325847;v4;5.0
1417527325847;v3;10.0
1417527325847;v1;0.0
1417527325847;v5;10.0
1417527325847;v2;10.0
1417527325847;v4;5.0
1417527325847;v3;10.0
1417527325847;v1;0.0
1417527325847;v5;10.0
1417527325847;v4;5.0
1417527325847;v2;10.0
1417527325847;v3;10.0
1417527325847;v1;0.0
1417527325847;v5;10.0
1417527325847;v4;5.0
1417527325847;v3;10.0
1417527325847;v2;10.0
1417527325847;v1;0.0
1417527325847;v5;10.0
1417527325847;v2;10.0
1417527325847;v3;10.0
1417527325847;v4;5.0
1417527325847;v1;0.0
1417527325847;v5;10.0
1417527325847;v4;5.0
1417527325847;v3;10.0
1417527325847;v2;10.0
1417527325847;v1;0.0
1417527325847;v5;10.0
1417527325847;v4;5.0
1417527325847;v3;10.0
1417527325847;v2;10.0
1417527325847;v5;10.0
1417527325847;v1;0.0
