timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;1.46973063973064;1.43612121212121;13.2275757575757;124.472222222222;123;1120.25;85.0699735449735;82.547619047619;765.629761904761
2;1.64363636363636;1.69618181818182;4.93090909090909;141.333333333333;146;424;113.965873015873;116.116666666667;341.897619047619
3;1.12127272727273;1.12127272727273;1.12127272727273;96;96;96;77.6666666666667;77.6666666666667;77.6666666666667
4;1.26181818181818;1.26181818181818;1.26181818181818;108;108;108;86.1666666666667;86.1666666666667;86.1666666666667
5;0.980727272727273;0.980727272727273;0.980727272727273;84;84;84;68.8333333333333;68.8333333333333;68.8333333333333
6;1.14418181818182;1.14418181818182;1.14418181818182;98;98;98;76.8333333333333;76.8333333333333;76.8333333333333
7;1.15545454545455;1.15545454545455;1.15545454545455;99;99;99;78.8333333333333;78.8333333333333;78.8333333333333
8;1.1689696969697;1.1689696969697;1.1689696969697;100;100;100;82;82;82
9;1.08527272727273;1.08527272727273;1.08527272727273;93;93;93;75.3333333333333;75.3333333333333;75.3333333333333
10;1.12169696969697;1.12169696969697;1.12169696969697;96;96;96;76.3333333333333;76.3333333333333;76.3333333333333
11;1.18139393939394;1.18139393939394;1.18139393939394;101;101;101;79.6666666666667;79.6666666666667;79.6666666666667
12;1.17842424242424;1.17842424242424;1.17842424242424;101;101;101;78.3333333333333;78.3333333333333;78.3333333333333
13;1.14454545454546;1.14454545454546;1.14454545454546;98;98;98;78.1666666666667;78.1666666666667;78.1666666666667
14;1.12127272727273;1.12127272727273;1.12127272727273;96;96;96;76.3333333333333;76.3333333333333;76.3333333333333
15;1.12127272727273;1.12127272727273;1.12127272727273;96;96;96;77.8333333333333;77.8333333333333;77.8333333333333
16;1.06418181818182;1.06418181818182;1.06418181818182;91;91;91;74;74;74
17;1.16709090909091;1.16709090909091;1.16709090909091;100;100;100;79;79;79
18;1.18060606060606;1.18060606060606;1.18060606060606;101;101;101;81.3333333333333;81.3333333333333;81.3333333333333
19;1.10939393939394;1.10939393939394;1.10939393939394;95;95;95;75.5;75.5;75.5
20;1.14521212121212;1.14521212121212;1.14521212121212;98;98;98;79.6666666666667;79.6666666666667;79.6666666666667
21;1.06115151515152;1.06115151515152;1.06115151515152;91;91;91;73.8333333333333;73.8333333333333;73.8333333333333
22;1.12127272727273;1.12127272727273;1.12127272727273;96;96;96;77;77;77
23;1.12127272727273;1.12127272727273;1.12127272727273;96;96;96;77.1666666666667;77.1666666666667;77.1666666666667
24;1.05290909090909;1.05290909090909;1.05290909090909;90;90;90;73.8333333333333;73.8333333333333;73.8333333333333
25;1.12127272727273;1.12127272727273;1.12127272727273;96;96;96;77.6666666666667;77.6666666666667;77.6666666666667
26;1.06115151515152;1.06115151515152;1.06115151515152;91;91;91;74.8333333333333;74.8333333333333;74.8333333333333
27;1.09793939393939;1.09793939393939;1.09793939393939;94;94;94;75;75;75
28;1.07581818181818;1.07581818181818;1.07581818181818;92;92;92;74.5;74.5;74.5
29;1.25060606060606;1.25060606060606;1.25060606060606;107;107;107;84.1666666666667;84.1666666666667;84.1666666666667
30;1.06115151515152;1.06115151515152;1.06115151515152;91;91;91;73;73;73
31;1.19206060606061;1.19206060606061;1.19206060606061;102;102;102;81.6666666666667;81.6666666666667;81.6666666666667
32;1.18963636363636;1.18963636363636;1.18963636363636;102;102;102;80.8333333333333;80.8333333333333;80.8333333333333
33;1.0410303030303;1.0410303030303;1.0410303030303;89;89;89;72;72;72
34;1.08466666666667;1.08466666666667;1.08466666666667;93;93;93;74.1666666666667;74.1666666666667;74.1666666666667
35;1.23848484848485;1.23848484848485;1.23848484848485;106;106;106;84.3333333333333;84.3333333333333;84.3333333333333
36;1.20472727272727;1.20472727272727;1.20472727272727;103;103;103;81.3333333333333;81.3333333333333;81.3333333333333
37;1.13290909090909;1.13290909090909;1.13290909090909;97;97;97;75.3333333333333;75.3333333333333;75.3333333333333
38;1.23812121212121;1.23812121212121;1.23812121212121;106;106;106;84.6666666666667;84.6666666666667;84.6666666666667
39;1.07278787878788;1.07278787878788;1.07278787878788;92;92;92;75.5;75.5;75.5
40;1.12163636363636;1.12163636363636;1.12163636363636;96;96;96;76.5;76.5;76.5
41;1.00363636363636;1.00363636363636;1.00363636363636;86;86;86;70.6666666666667;70.6666666666667;70.6666666666667
42;0.980727272727273;0.980727272727273;0.980727272727273;84;84;84;68.5;68.5;68.5
43;1.20472727272727;1.20472727272727;1.20472727272727;103;103;103;81.8333333333333;81.8333333333333;81.8333333333333
