timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;1.46058653846154;1.35084615384615;11.6846923076923;199.4;183.4;1595.2;138.18125;130.158333333334;1105.45
2;2.65077564102565;2.28088461538462;15.9046538461539;364.333333333333;318;2186;261.716666666667;229.999999999999;1570.3
3;2.6124935897436;2.25992307692309;15.6749615384616;359;314.5;2154;261.536111111111;227.124999999999;1569.21666666667
4;2.54782051282052;2.10192307692308;15.2869230769231;350.166666666667;285;2101;255.691666666667;223.500000000001;1534.15
5;2.53123717948718;2.12811538461539;15.1874230769231;347.833333333333;294.5;2087;253.975;218.8;1523.85
6;2.55035897435897;2.15515384615385;15.3021538461538;350.5;298.5;2103;255.85;215.749999999999;1535.1
7;2.5087435897436;2.11048076923077;15.0524615384616;344.833333333333;291.5;2069;254.377777777778;224.725000000001;1526.26666666667
8;2.40314102564103;2.18046153846154;14.4188461538462;331.5;303.5;1989;249.086111111111;224.575000000001;1494.51666666667
9;2.43744230769231;2.15992307692308;14.6246538461539;336.166666666667;300.5;2017;252.522222222222;221.200000000001;1515.13333333334
10;2.52516923076923;2.38823076923077;12.6258461538462;346.4;326;1732;264.81;249;1324.05
11;2.47476153846154;2.35953846153846;12.3738076923077;339.6;323;1698;259.786666666667;246.75;1298.93333333334
12;2.44231538461539;2.48669230769231;12.2115769230769;335.4;342;1677;256.206666666667;261;1281.03333333333
13;2.46790000000001;2.3708076923077;12.3395;338.4;324;1692;258.936666666667;247.5;1294.68333333333
14;2.39773076923077;2.29173076923077;11.9886538461539;329;314;1645;252.463333333334;240;1262.31666666667
15;2.51124615384616;2.5251153846154;12.5562307692308;344.6;341;1723;263.880000000001;260.75;1319.4
16;2.53711538461539;2.25342307692307;10.1484615384616;349.75;307;1399;267.216666666667;240.350000000001;1068.86666666667
17;2.53134615384616;2.18738461538462;10.1253846153846;349;298;1396;266.795833333334;233.200000000001;1067.18333333334
18;2.47134615384616;1.74892307692307;7.41403846153847;341.333333333333;236;1024;261.033333333334;191.2;783.100000000001
19;2.44430769230769;1.91176923076922;7.33292307692308;337.333333333333;258;1012;258.750000000001;208.800000000001;776.250000000002
20;2.36501282051282;1.77138461538461;7.09503846153847;326.333333333333;239;979;250.544444444445;193.6;751.633333333334
21;1.60575;1.60575;3.2115;218.5;218.5;437;178.4;178.4;356.8
22;1.77451923076923;1.77451923076923;3.54903846153845;241.5;241.5;483;196.800000000001;196.800000000001;393.600000000001
