timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.417442307692308;0.417442307692308;0.834884615384615;55.25;55.25;110.5;41.25;41.25;82.5
2;0.954153846153844;0.954153846153844;0.954153846153844;127;127;127;70;70;70
3;1.0075;1.0075;1.0075;134;134;134;73.5;73.5;73.5
4;1.00723076923077;1.00723076923077;1.00723076923077;134;134;134;73.5;73.5;73.5
5;1.05992307692308;1.05992307692308;1.05992307692308;141;141;141;77;77;77
6;1.05253846153846;1.05253846153846;1.05253846153846;140;140;140;76.5;76.5;76.5
7;1.25519230769231;1.25519230769231;1.25519230769231;167;167;167;90;90;90
8;1.21776923076923;1.21776923076923;1.21776923076923;162;162;162;87.5;87.5;87.5
9;1.20273076923077;1.20273076923077;1.20273076923077;160;160;160;86.5;86.5;86.5
10;1.08996153846154;1.08996153846154;1.08996153846154;145;145;145;79;79;79
11;1.23988461538462;1.23988461538462;1.23988461538462;165;165;165;89;89;89
12;1.23303846153846;1.23303846153846;1.23303846153846;164;164;164;88.5;88.5;88.5
13;1.20984615384615;1.20984615384615;1.20984615384615;161;161;161;87;87;87
14;1.16507692307692;1.16507692307692;1.16507692307692;155;155;155;84;84;84
15;1.20276923076924;1.20276923076924;1.20276923076924;160;160;160;86.5;86.5;86.5
