timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.325289972899729;0.237252032520325;0.975869918699187;103;74;309;74.2222222222223;64.3333333333333;222.666666666667
2;0.96066666666667;0.96066666666667;0.96066666666667;317;317;317;195.666666666667;195.666666666667;195.666666666667
3;0.981837398373985;0.981837398373985;0.981837398373985;324;324;324;199;199;199
4;0.978601626016264;0.978601626016264;0.978601626016264;323;323;323;199;199;199
5;0.982357723577237;0.982357723577237;0.982357723577237;324;324;324;202.666666666667;202.666666666667;202.666666666667
6;0.942357723577238;0.942357723577238;0.942357723577238;311;311;311;190;190;190
7;0.979008130081302;0.979008130081302;0.979008130081302;323;323;323;199.666666666667;199.666666666667;199.666666666667
8;0.869609756097563;0.869609756097563;0.869609756097563;287;287;287;177.333333333333;177.333333333333;177.333333333333
9;0.855170731707318;0.855170731707318;0.855170731707318;282;282;282;174;174;174
10;0.670861788617886;0.670861788617886;0.670861788617886;221;221;221;138.666666666667;138.666666666667;138.666666666667
11;0.56190243902439;0.56190243902439;0.56190243902439;185;185;185;115.333333333334;115.333333333334;115.333333333334
12;0.498878048780488;0.498878048780488;0.498878048780488;164;164;164;104;104;104
13;0.477772357723577;0.477772357723577;0.477772357723577;157;157;157;99.3333333333333;99.3333333333333;99.3333333333333
14;0.477252032520325;0.477252032520325;0.477252032520325;157;157;157;101;101;101
15;0.689349593495934;0.689349593495934;0.689349593495934;227;227;227;141.666666666667;141.666666666667;141.666666666667
16;0.535121951219512;0.535121951219512;0.535121951219512;176;176;176;111.333333333333;111.333333333333;111.333333333333
17;0.434845528455285;0.434845528455285;0.434845528455285;143;143;143;91.3333333333333;91.3333333333333;91.3333333333333
18;0.486878048780488;0.486878048780488;0.486878048780488;160;160;160;102.333333333333;102.333333333333;102.333333333333
19;0.516178861788617;0.516178861788617;0.516178861788617;170;170;170;107.666666666667;107.666666666667;107.666666666667
20;0.498650406504065;0.498650406504065;0.498650406504065;164;164;164;103.666666666667;103.666666666667;103.666666666667
21;0.519674796747968;0.519674796747968;0.519674796747968;171;171;171;108;108;108
22;0.462243902439025;0.462243902439025;0.462243902439025;152;152;152;97.3333333333333;97.3333333333333;97.3333333333333
23;0.504504065040651;0.504504065040651;0.504504065040651;166;166;166;105.666666666667;105.666666666667;105.666666666667
24;0.510926829268293;0.510926829268293;0.510926829268293;168;168;168;107;107;107
25;0.513349593495935;0.513349593495935;0.513349593495935;169;169;169;108;108;108
26;0.53489430894309;0.53489430894309;0.53489430894309;176;176;176;111;111;111
27;0.408113821138212;0.408113821138212;0.408113821138212;134;134;134;86;86;86
28;0.492715447154472;0.492715447154472;0.492715447154472;162;162;162;102.666666666667;102.666666666667;102.666666666667
29;0.468211382113821;0.468211382113821;0.468211382113821;154;154;154;98.6666666666667;98.6666666666667;98.6666666666667
30;0.507560975609756;0.507560975609756;0.507560975609756;167;167;167;105.333333333333;105.333333333333;105.333333333333
31;0.564959349593496;0.564959349593496;0.564959349593496;186;186;186;116;116;116
32;0.478032520325202;0.478032520325202;0.478032520325202;157;157;157;99.6666666666668;99.6666666666668;99.6666666666668
