timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.185680555555556;0.14146875;0.557041666666667;133.666666666667;157;401;88.611111111111;101;265.833333333333
2;0.295381944444444;0.363624999999999;0.886145833333331;207;204;621;140.333333333334;138.666666666667;421.000000000001
3;0.253319444444444;0.271104166666667;0.759958333333333;184;176;552;125;118;375
4;0.228673611111111;0.268041666666667;0.686020833333334;164;156;492;111.666666666667;104.666666666667;335.000000000001
5;0.237805555555556;0.245354166666667;0.713416666666667;174.666666666667;167;524;118.777777777778;115;356.333333333334
6;0.275868055555555;0.320979166666666;0.827604166666665;195.333333333333;174;586;132.555555555556;118.666666666667;397.666666666667
7;0.29292361111111;0.333812499999999;0.878770833333331;210.333333333333;192;631;142.555555555556;128.666666666667;427.666666666667
8;0.249184027777778;0.250979166666667;0.747552083333333;180;160;540;122.333333333333;107.333333333334;367
9;0.268135416666666;0.324770833333333;0.804406249999998;189.333333333333;176;568;128.555555555556;120;385.666666666667
10;0.253548611111111;0.308145833333333;0.760645833333332;178;167;534;121;114;363
11;0.281371527777777;0.343437499999999;0.844114583333331;196.333333333333;186;589;133.222222222222;126.666666666667;399.666666666667
12;0.258427083333333;0.308145833333333;0.775281249999999;181;167;543;123;114;369
13;0.239493055555555;0.275979166666666;0.718479166666666;170;167;510;115.666666666667;114;347
14;0.212739583333333;0.227854166666667;0.63821875;153;153;459;104.333333333333;103.333333333333;313
15;0.233791666666667;0.233791666666667;0.467583333333333;173;173;346;117;117;234.000000000001
16;0.222427083333333;0.222427083333333;0.444854166666666;161;161;322;109;109;218.000000000001
17;0.202947916666666;0.202947916666666;0.405895833333332;142.5;142.5;285;96.6666666666669;96.6666666666669;193.333333333334
18;0.207770833333334;0.207770833333334;0.415541666666667;150.5;150.5;301;102;102;204
19;0.228458333333333;0.228458333333333;0.456916666666666;162.5;162.5;325;110;110;220
