timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.510251633986929;0.522117647058824;4.08201307189543;243.125;253.5;1945;166.96875;176.291666666667;1335.75
2;0.71981045751634;0.513313725490197;5.75848366013072;329.25;250.5;2634;228.135416666667;174.166666666667;1825.08333333334
3;0.705540849673203;0.559856209150328;5.64432679738562;322.75;276.5;2582;222.979166666666;191.499999999999;1783.83333333333
4;0.703334967320262;0.609836601307191;5.6266797385621;321;272;2568;221.354166666667;189.333333333333;1770.83333333333
5;0.777323529411765;0.59632026143791;6.21858823529412;352;266.5;2816;241.78125;185.666666666667;1934.25
6;0.776375816993463;0.583013071895425;6.21100653594771;350.75;260;2806;241.406250000001;181.333333333333;1931.25000000001
7;0.747307189542484;0.60340522875817;5.97845751633987;338;269;2704;232.25;187.333333333333;1858
8;0.729383986928105;0.608986928104575;5.83507189542484;330;270.5;2640;226.5;188.333333333333;1812
9;0.76227450980392;0.581620915032679;6.09819607843136;344;258;2752;236.510416666667;180.333333333333;1892.08333333334
10;0.734049019607843;0.539477124183007;5.87239215686274;331.75;240.5;2654;229;168.333333333333;1832
11;0.704035947712417;0.606124183006536;5.63228758169934;318.5;272.5;2548;220.291666666667;190.666666666667;1762.33333333333
12;0.622570261437909;0.592111111111113;4.98056209150327;282.25;265.5;2258;196.1875;186;1569.5
13;0.707666666666665;0.568326797385622;5.66133333333332;321.125;259.5;2569;222.333333333334;180.5;1778.66666666667
14;0.939539869281043;1.07044444444444;4.69769934640521;424.6;468;2123;290.933333333334;320;1454.66666666667
15;0.889225490196077;0.878326797385616;3.55690196078431;410;398.5;1640;280.333333333334;278.333333333333;1121.33333333334
16;0.795049019607845;0.694908496732029;3.18019607843138;365.5;326;1462;249.208333333333;232.666666666666;996.833333333333
17;0.655653594771243;0.655653594771243;1.31130718954249;296.5;296.5;593;212.125;212.125;424.25
