timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;8.91218888888888;9.56677777777776;89.1218888888888;475.725;506.125;4757.25;366.548867243867;388.026785714286;3665.48867243867
2;8.58370370370372;9.06411111111113;51.5022222222223;492;467;2952;421.430080567581;398.881114718615;2528.58048340549
3;5.00920370370371;5.92583333333333;30.0552222222223;295;332;1770;243.88888888889;273.166666666667;1463.33333333334
4;4.6225;5.47938888888889;27.735;275.666666666667;286.5;1654;226.800000000001;231.9;1360.8
5;4.50657407407408;5.08583333333334;27.0394444444445;269;271;1614;221.777777777778;226.700000000001;1330.66666666667
6;4.40851851851852;4.67616666666667;26.4511111111111;264.833333333333;274;1589;218.600000000001;227.4;1311.6
7;4.27818518518519;4.89022222222223;25.6691111111111;253.333333333333;267;1520;208.905555555556;216.216666666667;1253.43333333334
8;4.12033333333334;4.09222222222222;24.722;241;255.5;1446;198.877777777778;215.6;1193.26666666667
9;3.8477962962963;3.56811111111111;23.0867777777778;224.333333333333;245;1346;185.733333333333;205.333333333333;1114.4
10;4.18583333333334;4.20338888888888;25.115;243.333333333333;252;1460;201.188888888889;200.333333333333;1207.13333333333
11;3.87057407407408;3.88205555555555;23.2234444444445;229.666666666667;248.5;1378;190.372222222222;200.6;1142.23333333333
12;4.09457407407408;3.95005555555556;24.5674444444445;242;263.5;1452;200.261111111111;210.733333333334;1201.56666666667
13;4.20820370370371;3.93983333333334;25.2492222222223;246.833333333333;278;1481;204.194444444445;221.800000000001;1225.16666666667
14;4.80668518518519;4.82811111111112;28.8401111111111;279.833333333333;287.5;1679;230.400000000001;227.933333333334;1382.40000000001
15;4.48;4.60222222222222;26.88;264;272;1584;217.705555555556;216.466666666667;1306.23333333334
16;3.75291111111112;4.25544444444445;18.7645555555556;225;254;1125;185.753333333333;195.266666666666;928.766666666667
17;4.15768888888889;4.10144444444445;20.7884444444445;245.2;265;1226;201.78;221.8;1008.9
18;4.47253333333334;5.02244444444445;22.3626666666667;262;261;1310;215.846666666667;215.8;1079.23333333334
19;4.11972222222223;4.06811111111112;16.4788888888889;232.25;255;929;191.125;202.866666666667;764.5
20;3.73944444444445;3.84255555555556;14.9577777777778;214.75;236.5;859;176.95;194.6;707.8
21;4.26655555555556;4.34283333333335;17.0662222222223;238.5;258.5;954;195.7;211.2;782.800000000001
22;3.60061111111112;3.48444444444445;14.4024444444445;208;227;832;172.166666666667;182.133333333333;688.666666666667
23;4.47600000000001;5.21877777777779;13.428;252;262;756;206.155555555555;202.466666666666;618.466666666666
24;5.18294444444446;5.18294444444446;10.3658888888889;253;253;506;205.733333333333;205.733333333333;411.466666666666
25;5.64561111111113;5.64561111111113;11.2912222222223;274;274;548;223.516666666667;223.516666666667;447.033333333334
26;6.17050000000002;6.17050000000002;12.341;302.5;302.5;605;242.633333333333;242.633333333333;485.266666666667
27;5.59755555555556;5.59755555555556;5.59755555555556;282;282;282;216.2;216.2;216.2
28;5.50200000000001;5.50200000000001;5.50200000000001;276;276;276;213.088888888889;213.088888888889;213.088888888889
29;9.4244444444444;9.4244444444444;9.4244444444444;452;452;452;369.755555555558;369.755555555558;369.755555555558
30;14.5593333333333;14.5593333333333;14.5593333333333;690;690;690;572.46666666667;572.46666666667;572.46666666667
