timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.184877192982456;0.0258684210526316;0.554631578947367;79.3333333333333;16;238;41;9.5;123
2;0.491999999999999;0.491999999999999;0.491999999999999;201;201;201;101.5;101.5;101.5
3;0.48978947368421;0.48978947368421;0.48978947368421;200;200;200;101;101;101
4;0.541315789473683;0.541315789473683;0.541315789473683;221;221;221;111.5;111.5;111.5
5;0.649144736842104;0.649144736842104;0.649144736842104;265;265;265;133.5;133.5;133.5
6;0.805986842105262;0.805986842105262;0.805986842105262;329;329;329;165.5;165.5;165.5
7;0.749684210526314;0.749684210526314;0.749684210526314;306;306;306;154;154;154
8;0.786078947368419;0.786078947368419;0.786078947368419;321;321;321;161.5;161.5;161.5
9;0.779026315789472;0.779026315789472;0.779026315789472;318;318;318;160;160;160
10;0.810644736842103;0.810644736842103;0.810644736842103;331;331;331;166.5;166.5;166.5
11;0.798513157894735;0.798513157894735;0.798513157894735;326;326;326;164;164;164
12;0.786684210526313;0.786684210526313;0.786684210526313;321;321;321;161.5;161.5;161.5
13;0.504434210526314;0.504434210526314;0.504434210526314;206;206;206;104;104;104
14;0.707960526315787;0.707960526315787;0.707960526315787;289;289;289;145.5;145.5;145.5
