timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;6.46754999999999;6.1597;25.8702;166.35;159.4;665.4;114.7375;109.541666666667;458.949999999999
2;10.3473333333333;11.781;31.042;266.666666666667;300;800;185.944444444444;202.666666666666;557.833333333332
3;10.6682666666667;11.4646;32.0048;275;292;825;192.361111111111;197.333333333333;577.083333333332
4;10.905;11.0752;32.715;281;288;843;197;195.666666666666;590.999999999999
5;10.5135333333333;11.5348;31.5406;271;300;813;189.277777777777;203.666666666666;567.833333333332
6;10.3946666666667;11.5728;31.184;267.666666666667;301;803;186.666666666666;204.333333333333;559.999999999999
7;10.7659333333333;11.6108;32.2978;277.333333333333;302;832;193.861111111111;204.999999999999;581.583333333332
8;10.4472;11.6234;31.3416;269.333333333333;296;808;188.027777777777;199.999999999999;564.083333333332
9;7.96620000000002;7.96620000000002;7.96620000000002;206;206;206;156.75;156.75;156.75
10;8.47999999999997;8.47999999999997;8.47999999999997;219;219;219;166.5;166.5;166.5
11;8.74959999999999;8.74959999999999;8.74959999999999;226;226;226;171.75;171.75;171.75
12;8.02219999999998;8.02219999999998;8.02219999999998;207;207;207;157.5;157.5;157.5
13;8.11280000000001;8.11280000000001;8.11280000000001;210;210;210;159.75;159.75;159.75
14;8.15079999999998;8.15079999999998;8.15079999999998;211;211;211;160.5;160.5;160.5
15;8.15079999999998;8.15079999999998;8.15079999999998;211;211;211;160.5;160.5;160.5
16;8.91980000000002;8.91980000000002;8.91980000000002;231;231;231;175.5;175.5;175.5
