timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;0.950126984126983;0.986079365079361;3.80050793650793;154.8125;160.25;619.25;111.0625;115.016666666667;444.25
2;1.19838095238095;1.19838095238095;1.19838095238095;192;192;192;141.666666666667;141.666666666667;141.666666666667
3;1.0728253968254;1.0728253968254;1.0728253968254;172;172;172;128.333333333333;128.333333333333;128.333333333333
4;1.1228253968254;1.1228253968254;1.1228253968254;180;180;180;133.666666666667;133.666666666667;133.666666666667
5;0.928539682539683;0.928539682539683;0.928539682539683;149;149;149;113;113;113
6;1.07920634920635;1.07920634920635;1.07920634920635;173;173;173;129;129;129
7;1.11685714285714;1.11685714285714;1.11685714285714;179;179;179;133;133;133
8;1.0415873015873;1.0415873015873;1.0415873015873;167;167;167;125;125;125
9;1.07298412698413;1.07298412698413;1.07298412698413;172;172;172;128.333333333333;128.333333333333;128.333333333333
10;1.00993650793651;1.00993650793651;1.00993650793651;162;162;162;121.666666666667;121.666666666667;121.666666666667
11;1.04152380952381;1.04152380952381;1.04152380952381;167;167;167;125;125;125
12;1.19222222222222;1.19222222222222;1.19222222222222;191;191;191;141;141;141
13;1.15463492063492;1.15463492063492;1.15463492063492;185;185;185;137;137;137
14;1.30511111111111;1.30511111111111;1.30511111111111;209;209;209;153;153;153
15;1.19222222222222;1.19222222222222;1.19222222222222;191;191;191;141;141;141
16;1.19206349206349;1.19206349206349;1.19206349206349;191;191;191;141;141;141
17;1.03539682539683;1.03539682539683;1.03539682539683;166;166;166;124.333333333333;124.333333333333;124.333333333333
18;1.16736507936508;1.16736507936508;1.16736507936508;187;187;187;138.333333333333;138.333333333333;138.333333333333
19;1.25498412698413;1.25498412698413;1.25498412698413;201;201;201;147.666666666667;147.666666666667;147.666666666667
20;1.23609523809524;1.23609523809524;1.23609523809524;198;198;198;145.666666666667;145.666666666667;145.666666666667
21;0.966126984126985;0.966126984126985;0.966126984126985;155;155;155;117;117;117
22;1.24873015873016;1.24873015873016;1.24873015873016;200;200;200;147;147;147
23;1.24238095238095;1.24238095238095;1.24238095238095;199;199;199;146.333333333334;146.333333333334;146.333333333334
24;1.2928253968254;1.2928253968254;1.2928253968254;208.5;208.5;208.5;153;153;153
25;1.17346031746032;1.17346031746032;1.17346031746032;188;188;188;139;139;139
26;1.02892063492064;1.02892063492064;1.02892063492064;165;165;165;123.666666666667;123.666666666667;123.666666666667
27;1.26784126984127;1.26784126984127;1.26784126984127;203;203;203;149;149;149
28;1.14196825396825;1.14196825396825;1.14196825396825;183;183;183;135.666666666667;135.666666666667;135.666666666667
29;1.28;1.28;1.28;205;205;205;150.333333333334;150.333333333334;150.333333333334
30;1.07907936507937;1.07907936507937;1.07907936507937;173;173;173;129;129;129
31;1.07936507936508;1.07936507936508;1.07936507936508;173;173;173;129;129;129
32;1.34269841269841;1.34269841269841;1.34269841269841;215;215;215;157;157;157
33;1.17977777777778;1.17977777777778;1.17977777777778;189;189;189;139.666666666667;139.666666666667;139.666666666667
34;1.37469841269841;1.37469841269841;1.37469841269841;221.5;221.5;221.5;161.666666666667;161.666666666667;161.666666666667
35;1.08565079365079;1.08565079365079;1.08565079365079;174;174;174;129.666666666667;129.666666666667;129.666666666667
36;1.19206349206349;1.19206349206349;1.19206349206349;191;191;191;141;141;141
37;1.19219047619048;1.19219047619048;1.19219047619048;191;191;191;141;141;141
38;1.14209523809524;1.14209523809524;1.14209523809524;183;183;183;135.666666666667;135.666666666667;135.666666666667
39;1.12920634920635;1.12920634920635;1.12920634920635;181;181;181;134.333333333333;134.333333333333;134.333333333333
40;1.19238095238095;1.19238095238095;1.19238095238095;191;191;191;141;141;141
41;1.15438095238095;1.15438095238095;1.15438095238095;185;185;185;137;137;137
