timepoint;u_mean;u_median;u_sum;a_mean;a_median;a_sum;m_mean;m_median;m_sum
1;2.55824;2.55824;2.55824;171;171;171;115.333333333334;115.333333333334;115.333333333334
2;3.55631999999999;3.55631999999999;3.55631999999999;234;234;234;158;158;158
3;3.87775999999999;3.87775999999999;3.87775999999999;255;255;255;172;172;172
4;3.44895999999999;3.44895999999999;3.44895999999999;227;227;227;153.333333333333;153.333333333333;153.333333333333
5;3.54207999999999;3.54207999999999;3.54207999999999;233;233;233;157.333333333333;157.333333333333;157.333333333333
6;3.84735999999999;3.84735999999999;3.84735999999999;253;253;253;170.666666666666;170.666666666666;170.666666666666
7;3.81631999999999;3.81631999999999;3.81631999999999;251;251;251;169.333333333333;169.333333333333;169.333333333333
8;3.55631999999999;3.55631999999999;3.55631999999999;234;234;234;158;158;158
9;3.21999999999999;3.21999999999999;3.21999999999999;212;212;212;143.333333333334;143.333333333334;143.333333333334
10;3.51039999999998;3.51039999999998;3.51039999999998;231;231;231;156;156;156
11;3.44895999999998;3.44895999999998;3.44895999999998;227;227;227;153.333333333333;153.333333333333;153.333333333333
12;3.69407999999998;3.69407999999998;3.69407999999998;243;243;243;164;164;164
13;3.69407999999998;3.69407999999998;3.69407999999998;243;243;243;164;164;164
