timestamp;agent;utility
1420163215254;v2m31;1.0
1420163215253;v2m17;1.0
1420163215262;v2m17;1.0
1420163215263;v2m31;1.0
1420163215268;v2m31;1.0
1420163215273;v2m31;1.0
1420163215262;v2m23;1.0
1420163215272;v2m23;1.0
1420163215267;v2m23;1.0
1420163215276;v2m23;1.0
1420163215253;v2m23;1.0
1420163215280;v2m23;1.0
1420163215272;v1m31;0.75
1420163215253;v1m31;1.0
1420163215262;v1m31;1.0
1420163215267;v1m31;1.0
1420163215262;v1m23;1.0
1420163215272;v1m23;0.75
1420163215267;v1m23;1.0
1420163215276;v1m23;1.0
1420163215253;v1m23;1.0
1420163215280;v1m23;1.0
1420163215267;v2m17;1.0
1420163215266;v1m17;0.75
1420163215253;v1m17;1.0
1420163215262;v1m17;0.75
14201632157;finished
